time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__14-54-47_079,CRITICAL,{'current': None; 'voltage': 0.0; 'level': None},0.0360555127263,{'y': 3.1375632286071777; 'x': 0.012449625879526138; 'z': 0.012054809369146824},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0360555127263,PHYS_2,{'y': -86.2401323; 'x': 41.5194375; 'z': 0.22},{'y': -0.07; 'x': 0.0; 'z': 0.0},179,ALT_HOLD
2017_07_18__14-58-46_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0608276240528,{'y': -3.109498977661133; 'x': 0.007819391787052155; 'z': 0.00861907284706831},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0608276240528,PHYS_2,{'y': -86.2401393; 'x': 41.5194265; 'z': -0.09},{'y': 0.0; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-46_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1093690395355225; 'x': 0.00799638219177723; 'z': 0.008242969401180744},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401393; 'x': 41.5194265; 'z': -0.09},{'y': 0.0; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-46_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1093690395355225; 'x': 0.00799638219177723; 'z': 0.008242969401180744},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401393; 'x': 41.5194265; 'z': -0.09},{'y': 0.0; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-46_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1093690395355225; 'x': 0.00799638219177723; 'z': 0.008242969401180744},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401393; 'x': 41.5194265; 'z': -0.09},{'y': 0.0; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-46_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.1093690395355225; 'x': 0.00799638219177723; 'z': 0.008242969401180744},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401388; 'x': 41.5194259; 'z': -0.1},{'y': 0.0; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-46_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0599999986589,{'y': -3.109417200088501; 'x': 0.007946686819195747; 'z': 0.00818431843072176},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0599999986589,PHYS_2,{'y': -86.2401388; 'x': 41.5194259; 'z': -0.1},{'y': 0.0; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-46_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.126491099596,{'y': -3.109417200088501; 'x': 0.007946686819195747; 'z': 0.00818431843072176},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.126491099596,PHYS_2,{'y': -86.2401388; 'x': 41.5194259; 'z': -0.1},{'y': 0.0; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-46_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.126491099596,{'y': -3.109417200088501; 'x': 0.007946686819195747; 'z': 0.00818431843072176},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.126491099596,PHYS_2,{'y': -86.2401388; 'x': 41.5194259; 'z': -0.1},{'y': 0.0; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-46_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.126491099596,{'y': -3.109417200088501; 'x': 0.007946686819195747; 'z': 0.00818431843072176},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.126491099596,PHYS_2,{'y': -86.2401386; 'x': 41.5194254; 'z': -0.1},{'y': 0.0; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-46_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.126491099596,{'y': -3.1094954013824463; 'x': 0.007935401052236557; 'z': 0.00839774589985609},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.126491099596,PHYS_2,{'y': -86.2401386; 'x': 41.5194254; 'z': -0.1},{'y': 0.0; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-47_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0282842703164,{'y': -3.1094954013824463; 'x': 0.007935401052236557; 'z': 0.00839774589985609},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0282842703164,PHYS_2,{'y': -86.2401386; 'x': 41.5194254; 'z': -0.1},{'y': 0.0; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-47_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0282842703164,{'y': -3.1094954013824463; 'x': 0.007935401052236557; 'z': 0.00839774589985609},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0282842703164,PHYS_2,{'y': -86.2401386; 'x': 41.5194254; 'z': -0.1},{'y': 0.0; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-47_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0282842703164,{'y': -3.1094954013824463; 'x': 0.007935401052236557; 'z': 0.00839774589985609},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0282842703164,PHYS_2,{'y': -86.2401386; 'x': 41.5194254; 'z': -0.1},{'y': 0.0; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-47_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0282842703164,{'y': -3.1094954013824463; 'x': 0.007935401052236557; 'z': 0.00839774589985609},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0282842703164,PHYS_2,{'y': -86.2401384; 'x': 41.519425; 'z': -0.11},{'y': 0.01; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-47_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0282842703164,{'y': -3.109419345855713; 'x': 0.007967391982674599; 'z': 0.008446845225989819},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0282842703164,PHYS_2,{'y': -86.2401384; 'x': 41.519425; 'z': -0.11},{'y': 0.01; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-47_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10770329088,{'y': -3.109419345855713; 'x': 0.007967391982674599; 'z': 0.008446845225989819},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10770329088,PHYS_2,{'y': -86.2401384; 'x': 41.519425; 'z': -0.11},{'y': 0.01; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-47_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10770329088,{'y': -3.109419345855713; 'x': 0.007967391982674599; 'z': 0.008446845225989819},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10770329088,PHYS_2,{'y': -86.2401384; 'x': 41.519425; 'z': -0.11},{'y': 0.01; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-47_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10770329088,{'y': -3.109419345855713; 'x': 0.007967391982674599; 'z': 0.008446845225989819},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10770329088,PHYS_2,{'y': -86.2401382; 'x': 41.5194246; 'z': -0.12},{'y': 0.0; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-47_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.10770329088,{'y': -3.109419345855713; 'x': 0.007967391982674599; 'z': 0.008446845225989819},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.10770329088,PHYS_2,{'y': -86.2401382; 'x': 41.5194246; 'z': -0.12},{'y': 0.0; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-47_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.114017538726,{'y': -3.109407901763916; 'x': 0.00784863531589508; 'z': 0.008532022126019001},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.114017538726,PHYS_2,{'y': -86.2401382; 'x': 41.5194246; 'z': -0.12},{'y': 0.0; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-48_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.114017538726,{'y': -3.109407901763916; 'x': 0.00784863531589508; 'z': 0.008532022126019001},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.114017538726,PHYS_2,{'y': -86.2401382; 'x': 41.5194246; 'z': -0.12},{'y': 0.0; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-48_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.114017538726,{'y': -3.109407901763916; 'x': 0.00784863531589508; 'z': 0.008532022126019001},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.114017538726,PHYS_2,{'y': -86.2401382; 'x': 41.5194246; 'z': -0.12},{'y': 0.0; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-48_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.114017538726,{'y': -3.109407901763916; 'x': 0.00784863531589508; 'z': 0.008532022126019001},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.114017538726,PHYS_2,{'y': -86.2401378; 'x': 41.519424; 'z': -0.13},{'y': 0.02; 'x': -0.08; 'z': 0.0},181,GUIDED
2017_07_18__14-58-48_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.114017538726,{'y': -3.109407901763916; 'x': 0.00784863531589508; 'z': 0.008532022126019001},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.114017538726,PHYS_2,{'y': -86.2401378; 'x': 41.519424; 'z': -0.13},{'y': 0.02; 'x': -0.08; 'z': 0.0},181,GUIDED
2017_07_18__14-58-48_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.114017538726,{'y': -3.1094045639038086; 'x': 0.007507340982556343; 'z': 0.008323251269757748},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.114017538726,PHYS_2,{'y': -86.2401378; 'x': 41.519424; 'z': -0.13},{'y': 0.02; 'x': -0.08; 'z': 0.0},181,GUIDED
2017_07_18__14-58-48_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1094045639038086; 'x': 0.007507340982556343; 'z': 0.008323251269757748},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401378; 'x': 41.519424; 'z': -0.13},{'y': 0.02; 'x': -0.08; 'z': 0.0},181,GUIDED
2017_07_18__14-58-48_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1094045639038086; 'x': 0.007507340982556343; 'z': 0.008323251269757748},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401378; 'x': 41.519424; 'z': -0.13},{'y': 0.02; 'x': -0.08; 'z': 0.0},181,GUIDED
2017_07_18__14-58-48_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1094045639038086; 'x': 0.007507340982556343; 'z': 0.008323251269757748},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401378; 'x': 41.519424; 'z': -0.13},{'y': 0.02; 'x': -0.08; 'z': 0.0},181,GUIDED
2017_07_18__14-58-48_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1094045639038086; 'x': 0.007507340982556343; 'z': 0.008323251269757748},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401375; 'x': 41.5194235; 'z': -0.14},{'y': 0.02; 'x': -0.09; 'z': 0.0},181,GUIDED
2017_07_18__14-58-48_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.109365701675415; 'x': 0.007438033819198608; 'z': 0.008375565521419048},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401375; 'x': 41.5194235; 'z': -0.14},{'y': 0.02; 'x': -0.09; 'z': 0.0},181,GUIDED
2017_07_18__14-58-49_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.109365701675415; 'x': 0.007438033819198608; 'z': 0.008375565521419048},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401375; 'x': 41.5194235; 'z': -0.14},{'y': 0.02; 'x': -0.09; 'z': 0.0},181,GUIDED
2017_07_18__14-58-49_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.109365701675415; 'x': 0.007438033819198608; 'z': 0.008375565521419048},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401375; 'x': 41.5194235; 'z': -0.14},{'y': 0.02; 'x': -0.09; 'z': 0.0},181,GUIDED
2017_07_18__14-58-49_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.109365701675415; 'x': 0.007438033819198608; 'z': 0.008375565521419048},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401375; 'x': 41.5194235; 'z': -0.14},{'y': 0.02; 'x': -0.09; 'z': 0.0},181,GUIDED
2017_07_18__14-58-49_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.109365701675415; 'x': 0.007438033819198608; 'z': 0.008375565521419048},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401372; 'x': 41.5194232; 'z': -0.14},{'y': 0.02; 'x': -0.09; 'z': 0.0},181,GUIDED
2017_07_18__14-58-49_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1093482971191406; 'x': 0.007420681416988373; 'z': 0.00840062741190195},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401372; 'x': 41.5194232; 'z': -0.14},{'y': 0.02; 'x': -0.09; 'z': 0.0},181,GUIDED
2017_07_18__14-58-49_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0670820400119,{'y': -3.1093482971191406; 'x': 0.007420681416988373; 'z': 0.00840062741190195},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0670820400119,PHYS_2,{'y': -86.2401372; 'x': 41.5194232; 'z': -0.14},{'y': 0.02; 'x': -0.09; 'z': 0.0},181,GUIDED
2017_07_18__14-58-49_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1093482971191406; 'x': 0.007420681416988373; 'z': 0.00840062741190195},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401372; 'x': 41.5194232; 'z': -0.14},{'y': 0.02; 'x': -0.09; 'z': 0.0},181,GUIDED
2017_07_18__14-58-49_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1093482971191406; 'x': 0.007420681416988373; 'z': 0.00840062741190195},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401372; 'x': 41.5194232; 'z': -0.14},{'y': 0.02; 'x': -0.09; 'z': 0.0},181,GUIDED
2017_07_18__14-58-49_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1093482971191406; 'x': 0.007420681416988373; 'z': 0.00840062741190195},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401373; 'x': 41.519423; 'z': -0.13},{'y': 0.01; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-49_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1093897819519043; 'x': 0.0076340120285749435; 'z': 0.008789951913058758},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401373; 'x': 41.519423; 'z': -0.13},{'y': 0.01; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-50_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1093897819519043; 'x': 0.0076340120285749435; 'z': 0.008789951913058758},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401373; 'x': 41.519423; 'z': -0.13},{'y': 0.01; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-50_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.210237950087,{'y': -3.1093897819519043; 'x': 0.0076340120285749435; 'z': 0.008789951913058758},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.210237950087,PHYS_2,{'y': -86.2401373; 'x': 41.519423; 'z': -0.13},{'y': 0.01; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-50_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.210237950087,{'y': -3.1093897819519043; 'x': 0.0076340120285749435; 'z': 0.008789951913058758},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.210237950087,PHYS_2,{'y': -86.2401373; 'x': 41.519423; 'z': -0.13},{'y': 0.01; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-50_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.210237950087,{'y': -3.1093897819519043; 'x': 0.0076340120285749435; 'z': 0.008789951913058758},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.210237950087,PHYS_2,{'y': -86.2401373; 'x': 41.519423; 'z': -0.13},{'y': 0.01; 'x': -0.07; 'z': 0.0},181,GUIDED
2017_07_18__14-58-50_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.210237950087,{'y': -3.1093897819519043; 'x': 0.0076340120285749435; 'z': 0.008789951913058758},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.210237950087,PHYS_2,{'y': -86.2401377; 'x': 41.5194229; 'z': -0.12},{'y': -0.01; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-50_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.210237950087,{'y': -3.1093897819519043; 'x': 0.0076340120285749435; 'z': 0.008789951913058758},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.210237950087,PHYS_2,{'y': -86.2401377; 'x': 41.5194229; 'z': -0.12},{'y': -0.01; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-50_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1093740463256836; 'x': 0.007950583472847939; 'z': 0.009465320967137814},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401377; 'x': 41.5194229; 'z': -0.12},{'y': -0.01; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-50_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1093740463256836; 'x': 0.007950583472847939; 'z': 0.009465320967137814},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401377; 'x': 41.5194229; 'z': -0.12},{'y': -0.01; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-50_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1093740463256836; 'x': 0.007950583472847939; 'z': 0.009465320967137814},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401377; 'x': 41.5194229; 'z': -0.12},{'y': -0.01; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-50_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1093740463256836; 'x': 0.007950583472847939; 'z': 0.009465320967137814},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401377; 'x': 41.5194229; 'z': -0.12},{'y': -0.01; 'x': -0.06; 'z': 0.0},181,GUIDED
2017_07_18__14-58-51_081,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.1093740463256836; 'x': 0.007950583472847939; 'z': 0.009465320967137814},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401379; 'x': 41.5194229; 'z': -0.11},{'y': -0.02; 'x': -0.04; 'z': 0.0},181,GUIDED
2017_07_18__14-58-51_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.136014699936,{'y': -3.109381675720215; 'x': 0.008200466632843018; 'z': 0.009801478125154972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.136014699936,PHYS_2,{'y': -86.2401379; 'x': 41.5194229; 'z': -0.11},{'y': -0.02; 'x': -0.04; 'z': 0.0},181,GUIDED
2017_07_18__14-58-51_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.212132021785,{'y': -3.109381675720215; 'x': 0.008200466632843018; 'z': 0.009801478125154972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.212132021785,PHYS_2,{'y': -86.2401379; 'x': 41.5194229; 'z': -0.11},{'y': -0.02; 'x': -0.04; 'z': 0.0},181,GUIDED
2017_07_18__14-58-51_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.212132021785,{'y': -3.109381675720215; 'x': 0.008200466632843018; 'z': 0.009801478125154972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.212132021785,PHYS_2,{'y': -86.2401379; 'x': 41.5194229; 'z': -0.11},{'y': -0.02; 'x': -0.04; 'z': 0.0},181,GUIDED
2017_07_18__14-58-51_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.212132021785,{'y': -3.109381675720215; 'x': 0.008200466632843018; 'z': 0.009801478125154972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.212132021785,PHYS_2,{'y': -86.2401379; 'x': 41.5194229; 'z': -0.11},{'y': -0.02; 'x': -0.04; 'z': 0.0},181,GUIDED
2017_07_18__14-58-51_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.212132021785,{'y': -3.109381675720215; 'x': 0.008200466632843018; 'z': 0.009801478125154972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.212132021785,PHYS_2,{'y': -86.2401379; 'x': 41.5194229; 'z': -0.11},{'y': -0.02; 'x': -0.04; 'z': 0.0},181,GUIDED
2017_07_18__14-58-51_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.212132021785,{'y': -3.109381675720215; 'x': 0.008200466632843018; 'z': 0.009801478125154972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.212132021785,PHYS_2,{'y': -86.2401379; 'x': 41.5194229; 'z': -0.11},{'y': -0.02; 'x': -0.04; 'z': 0.0},181,GUIDED
2017_07_18__14-58-51_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.212132021785,{'y': -3.109381675720215; 'x': 0.008200466632843018; 'z': 0.009801478125154972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.212132021785,PHYS_2,{'y': -86.2401376; 'x': 41.5194227; 'z': -0.1},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,GUIDED
2017_07_18__14-58-51_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.212132021785,{'y': -3.109381675720215; 'x': 0.008200466632843018; 'z': 0.009801478125154972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.212132021785,PHYS_2,{'y': -86.2401376; 'x': 41.5194227; 'z': -0.1},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,GUIDED
2017_07_18__14-58-51_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.212132021785,{'y': -3.109381675720215; 'x': 0.008200466632843018; 'z': 0.009801478125154972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.212132021785,PHYS_2,{'y': -86.2401376; 'x': 41.5194227; 'z': -0.1},{'y': -0.01; 'x': -0.04; 'z': 0.0},181,GUIDED
