time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-20-49_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.104403063655,{'y': -2.980163812637329; 'x': 0.023528529331088066; 'z': 0.0005901278927922249},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.104403063655,PHYS_2,{'y': -86.2401238; 'x': 41.5194205; 'z': 1.44},{'y': 0.02; 'x': 0.1; 'z': 0.01},189,ALT_HOLD
2017_07_18__15-21-30_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.111803397536,{'y': -2.976954698562622; 'x': 0.023171426728367805; 'z': 0.0015436876565217972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.111803397536,PHYS_2,{'y': -86.240122; 'x': 41.519424; 'z': 1.42},{'y': -0.04; 'x': 0.18; 'z': 0.01},189,GUIDED
2017_07_18__15-21-30_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.111803397536,{'y': -2.976954698562622; 'x': 0.023171426728367805; 'z': 0.0015436876565217972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.111803397536,PHYS_2,{'y': -86.2401223; 'x': 41.519424; 'z': 1.42},{'y': -0.03; 'x': 0.17; 'z': 0.01},189,GUIDED
2017_07_18__15-21-31_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.111803397536,{'y': -2.976954698562622; 'x': 0.023171426728367805; 'z': 0.0015436876565217972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.111803397536,PHYS_2,{'y': -86.2401223; 'x': 41.519424; 'z': 1.42},{'y': -0.03; 'x': 0.17; 'z': 0.01},189,GUIDED
2017_07_18__15-21-31_180,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.111803397536,{'y': -2.976954698562622; 'x': 0.023171426728367805; 'z': 0.0015436876565217972},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.111803397536,PHYS_2,{'y': -86.2401223; 'x': 41.519424; 'z': 1.42},{'y': -0.03; 'x': 0.17; 'z': 0.01},189,GUIDED
2017_07_18__15-21-31_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.228035077453,{'y': -2.9768998622894287; 'x': 0.022974474355578423; 'z': 0.0014292150735855103},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.228035077453,PHYS_2,{'y': -86.2401223; 'x': 41.519424; 'z': 1.42},{'y': -0.03; 'x': 0.17; 'z': 0.01},189,GUIDED
2017_07_18__15-21-31_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.228035077453,{'y': -2.9768998622894287; 'x': 0.022974474355578423; 'z': 0.0014292150735855103},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.228035077453,PHYS_2,{'y': -86.2401223; 'x': 41.519424; 'z': 1.42},{'y': -0.03; 'x': 0.17; 'z': 0.01},189,GUIDED
2017_07_18__15-21-31_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.228035077453,{'y': -2.9768998622894287; 'x': 0.022974474355578423; 'z': 0.0014292150735855103},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.228035077453,PHYS_2,{'y': -86.2401223; 'x': 41.519424; 'z': 1.42},{'y': -0.03; 'x': 0.17; 'z': 0.01},189,GUIDED
2017_07_18__15-21-31_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.228035077453,{'y': -2.9768998622894287; 'x': 0.022974474355578423; 'z': 0.0014292150735855103},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.228035077453,PHYS_2,{'y': -86.240122; 'x': 41.5194234; 'z': 1.41},{'y': -0.01; 'x': 0.13; 'z': 0.0},189,GUIDED
2017_07_18__15-21-31_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.228035077453,{'y': -2.9768998622894287; 'x': 0.022974474355578423; 'z': 0.0014292150735855103},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.228035077453,PHYS_2,{'y': -86.240122; 'x': 41.5194234; 'z': 1.41},{'y': -0.01; 'x': 0.13; 'z': 0.0},189,GUIDED
2017_07_18__15-21-31_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0905538499355,{'y': -2.9768998622894287; 'x': 0.022974474355578423; 'z': 0.0014292150735855103},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0905538499355,PHYS_2,{'y': -86.240122; 'x': 41.5194234; 'z': 1.41},{'y': -0.01; 'x': 0.13; 'z': 0.0},189,GUIDED
2017_07_18__15-21-31_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0905538499355,{'y': -2.9768998622894287; 'x': 0.022974474355578423; 'z': 0.0014292150735855103},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0905538499355,PHYS_2,{'y': -86.240122; 'x': 41.5194234; 'z': 1.41},{'y': -0.01; 'x': 0.13; 'z': 0.0},189,GUIDED
2017_07_18__15-21-31_980,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0905538499355,{'y': -2.9768998622894287; 'x': 0.022974474355578423; 'z': 0.0014292150735855103},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0905538499355,PHYS_2,{'y': -86.240122; 'x': 41.5194234; 'z': 1.41},{'y': -0.01; 'x': 0.13; 'z': 0.0},189,GUIDED
2017_07_18__15-21-32_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0905538499355,{'y': -2.9768998622894287; 'x': 0.022974474355578423; 'z': 0.0014292150735855103},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0905538499355,PHYS_2,{'y': -86.2401221; 'x': 41.5194227; 'z': 1.41},{'y': -0.01; 'x': 0.09; 'z': 0.0},189,GUIDED
2017_07_18__15-21-32_180,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0905538499355,{'y': -2.9768476486206055; 'x': 0.02154328115284443; 'z': 0.0007592346519231796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0905538499355,PHYS_2,{'y': -86.2401221; 'x': 41.5194227; 'z': 1.41},{'y': -0.01; 'x': 0.09; 'z': 0.0},189,GUIDED
2017_07_18__15-21-32_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0905538499355,{'y': -2.9768476486206055; 'x': 0.02154328115284443; 'z': 0.0007592346519231796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0905538499355,PHYS_2,{'y': -86.2401221; 'x': 41.5194227; 'z': 1.41},{'y': -0.01; 'x': 0.09; 'z': 0.0},189,GUIDED
2017_07_18__15-21-32_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.9768476486206055; 'x': 0.02154328115284443; 'z': 0.0007592346519231796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401221; 'x': 41.5194227; 'z': 1.41},{'y': -0.01; 'x': 0.09; 'z': 0.0},189,GUIDED
2017_07_18__15-21-32_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.9768476486206055; 'x': 0.02154328115284443; 'z': 0.0007592346519231796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401221; 'x': 41.5194227; 'z': 1.41},{'y': -0.01; 'x': 0.09; 'z': 0.0},189,GUIDED
2017_07_18__15-21-32_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.9768476486206055; 'x': 0.02154328115284443; 'z': 0.0007592346519231796},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401221; 'x': 41.5194227; 'z': 1.41},{'y': -0.01; 'x': 0.09; 'z': 0.0},189,GUIDED
2017_07_18__15-21-32_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.9767961502075195; 'x': 0.021436871960759163; 'z': 0.000734914094209671},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401222; 'x': 41.5194221; 'z': 1.41},{'y': 0.0; 'x': 0.07; 'z': 0.0},189,GUIDED
2017_07_18__15-21-32_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -2.9767961502075195; 'x': 0.021436871960759163; 'z': 0.000734914094209671},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401222; 'x': 41.5194221; 'z': 1.41},{'y': 0.0; 'x': 0.07; 'z': 0.0},189,GUIDED
2017_07_18__15-21-32_880,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -2.9767961502075195; 'x': 0.021436871960759163; 'z': 0.000734914094209671},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401222; 'x': 41.5194221; 'z': 1.41},{'y': 0.0; 'x': 0.07; 'z': 0.0},189,GUIDED
2017_07_18__15-21-32_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -2.9767961502075195; 'x': 0.021436871960759163; 'z': 0.000734914094209671},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401222; 'x': 41.5194221; 'z': 1.41},{'y': 0.0; 'x': 0.07; 'z': 0.0},189,GUIDED
2017_07_18__15-21-33_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -2.9767961502075195; 'x': 0.021436871960759163; 'z': 0.000734914094209671},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.240122; 'x': 41.5194212; 'z': 1.41},{'y': 0.0; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-33_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -2.9767961502075195; 'x': 0.021436871960759163; 'z': 0.000734914094209671},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.240122; 'x': 41.5194212; 'z': 1.41},{'y': 0.0; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-33_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.976778745651245; 'x': 0.020975379273295403; 'z': 0.00048352405428886414},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.240122; 'x': 41.5194212; 'z': 1.41},{'y': 0.0; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-33_380,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.976778745651245; 'x': 0.020975379273295403; 'z': 0.00048352405428886414},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.240122; 'x': 41.5194212; 'z': 1.41},{'y': 0.0; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-33_480,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.976778745651245; 'x': 0.020975379273295403; 'z': 0.00048352405428886414},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.240122; 'x': 41.5194212; 'z': 1.41},{'y': 0.0; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-33_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.976778745651245; 'x': 0.020975379273295403; 'z': 0.00048352405428886414},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.240122; 'x': 41.5194212; 'z': 1.41},{'y': 0.0; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-33_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.976778745651245; 'x': 0.020975379273295403; 'z': 0.00048352405428886414},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.240122; 'x': 41.5194212; 'z': 1.41},{'y': 0.0; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-33_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.976778745651245; 'x': 0.020975379273295403; 'z': 0.00048352405428886414},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401225; 'x': 41.5194207; 'z': 1.42},{'y': -0.02; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-33_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -2.976672649383545; 'x': 0.021156610921025276; 'z': 0.0011391686275601387},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401225; 'x': 41.5194207; 'z': 1.42},{'y': -0.02; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-33_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -2.976672649383545; 'x': 0.021156610921025276; 'z': 0.0011391686275601387},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401225; 'x': 41.5194207; 'z': 1.42},{'y': -0.02; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-34_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -2.976672649383545; 'x': 0.021156610921025276; 'z': 0.0011391686275601387},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401225; 'x': 41.5194207; 'z': 1.42},{'y': -0.02; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-34_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -2.976672649383545; 'x': 0.021156610921025276; 'z': 0.0011391686275601387},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401225; 'x': 41.5194207; 'z': 1.42},{'y': -0.02; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-34_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -2.976672649383545; 'x': 0.021156610921025276; 'z': 0.0011391686275601387},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401226; 'x': 41.5194202; 'z': 1.41},{'y': -0.02; 'x': 0.03; 'z': 0.0},189,GUIDED
2017_07_18__15-21-34_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.161245152354,{'y': -2.976698160171509; 'x': 0.021297385916113853; 'z': 0.0010105539113283157},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.161245152354,PHYS_2,{'y': -86.2401226; 'x': 41.5194202; 'z': 1.41},{'y': -0.02; 'x': 0.03; 'z': 0.0},189,GUIDED
2017_07_18__15-21-34_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.161245152354,{'y': -2.976698160171509; 'x': 0.021297385916113853; 'z': 0.0010105539113283157},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.161245152354,PHYS_2,{'y': -86.2401226; 'x': 41.5194202; 'z': 1.41},{'y': -0.02; 'x': 0.03; 'z': 0.0},189,GUIDED
2017_07_18__15-21-34_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.161245152354,{'y': -2.976698160171509; 'x': 0.021297385916113853; 'z': 0.0010105539113283157},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.161245152354,PHYS_2,{'y': -86.2401226; 'x': 41.5194202; 'z': 1.41},{'y': -0.02; 'x': 0.03; 'z': 0.0},189,GUIDED
2017_07_18__15-21-34_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.161245152354,{'y': -2.976698160171509; 'x': 0.021297385916113853; 'z': 0.0010105539113283157},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.161245152354,PHYS_2,{'y': -86.2401226; 'x': 41.5194202; 'z': 1.41},{'y': -0.02; 'x': 0.03; 'z': 0.0},189,GUIDED
2017_07_18__15-21-34_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.161245152354,{'y': -2.976698160171509; 'x': 0.021297385916113853; 'z': 0.0010105539113283157},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.161245152354,PHYS_2,{'y': -86.2401226; 'x': 41.5194202; 'z': 1.41},{'y': -0.02; 'x': 0.03; 'z': 0.0},189,GUIDED
2017_07_18__15-21-34_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.161245152354,{'y': -2.9766952991485596; 'x': 0.021256936714053154; 'z': 0.0013331910595297813},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.161245152354,PHYS_2,{'y': -86.240123; 'x': 41.5194197; 'z': 1.4},{'y': -0.03; 'x': 0.03; 'z': 0.0},189,GUIDED
2017_07_18__15-21-34_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -2.9766952991485596; 'x': 0.021256936714053154; 'z': 0.0013331910595297813},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.240123; 'x': 41.5194197; 'z': 1.4},{'y': -0.03; 'x': 0.03; 'z': 0.0},189,GUIDED
2017_07_18__15-21-35_080,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -2.9766952991485596; 'x': 0.021256936714053154; 'z': 0.0013331910595297813},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.240123; 'x': 41.5194197; 'z': 1.4},{'y': -0.03; 'x': 0.03; 'z': 0.0},189,GUIDED
2017_07_18__15-21-35_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -2.9766952991485596; 'x': 0.021256936714053154; 'z': 0.0013331910595297813},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401232; 'x': 41.5194194; 'z': 1.42},{'y': -0.03; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-35_280,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -2.9766952991485596; 'x': 0.021256936714053154; 'z': 0.0013331910595297813},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401232; 'x': 41.5194194; 'z': 1.42},{'y': -0.03; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-35_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.092195443809,{'y': -2.9766685962677; 'x': 0.021563099697232246; 'z': 0.001391296274960041},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.092195443809,PHYS_2,{'y': -86.2401232; 'x': 41.5194194; 'z': 1.42},{'y': -0.03; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-35_480,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.9766685962677; 'x': 0.021563099697232246; 'z': 0.001391296274960041},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401232; 'x': 41.5194194; 'z': 1.42},{'y': -0.03; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-35_579,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.9766685962677; 'x': 0.021563099697232246; 'z': 0.001391296274960041},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401232; 'x': 41.5194194; 'z': 1.42},{'y': -0.03; 'x': 0.04; 'z': 0.0},189,GUIDED
2017_07_18__15-21-35_680,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -2.9766685962677; 'x': 0.021563099697232246; 'z': 0.001391296274960041},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.2401229; 'x': 41.5194192; 'z': 1.42},{'y': -0.01; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-35_780,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401229; 'x': 41.5194192; 'z': 1.42},{'y': -0.01; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-35_879,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401229; 'x': 41.5194192; 'z': 1.42},{'y': -0.01; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-35_979,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0824621096253,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0824621096253,PHYS_2,{'y': -86.2401227; 'x': 41.5194189; 'z': 1.42},{'y': 0.0; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-36_079,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401227; 'x': 41.5194189; 'z': 1.42},{'y': 0.0; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-36_179,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401227; 'x': 41.5194189; 'z': 1.42},{'y': 0.0; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-36_279,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401227; 'x': 41.5194189; 'z': 1.42},{'y': 0.0; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-36_379,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401227; 'x': 41.5194189; 'z': 1.42},{'y': 0.0; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-36_479,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401227; 'x': 41.5194189; 'z': 1.42},{'y': 0.0; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-36_580,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.101980388165,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.101980388165,PHYS_2,{'y': -86.2401228; 'x': 41.5194186; 'z': 1.42},{'y': -0.01; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-36_679,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.2401228; 'x': 41.5194186; 'z': 1.42},{'y': -0.01; 'x': 0.05; 'z': 0.0},189,GUIDED
2017_07_18__15-21-36_779,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0141421351582,{'y': -2.976632595062256; 'x': 0.022078244015574455; 'z': 0.0009301342070102692},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0141421351582,PHYS_2,{'y': -86.2401228; 'x': 41.5194186; 'z': 1.42},{'y': -0.01; 'x': 0.05; 'z': 0.0},189,GUIDED
