time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__14-23-03_009,STANDBY,{'current': None; 'voltage': 22.24; 'level': None},0.0707106739283,{'y': -2.2231147289276123; 'x': 0.058644503355026245; 'z': 0.007204553112387657},{'y': 0; 'x': 0; 'z': 0},{'y': 0; 'x': 0; 'z': 0},False,True,0.0707106739283,PHYS_12,{'y': -86.2406092; 'x': 41.5194005; 'z': -1.51},{'y': 0.0; 'x': -0.05; 'z': -0.07},232,STABILIZE
2017_07_18__14-31-50_109,CRITICAL,{'current': None; 'voltage': 20.645; 'level': None},0.0360555127263,{'y': 0.2503047287464142; 'x': 0.004054967314004898; 'z': -0.009226799942553043},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0360555127263,PHYS_12,{'y': -86.2406069; 'x': 41.5194016; 'z': -0.58},{'y': 0.04; 'x': -0.07; 'z': -0.03},14,LAND
2017_07_18__14-31-50_209,CRITICAL,{'current': None; 'voltage': 20.645; 'level': None},0.0360555127263,{'y': 0.2503047287464142; 'x': 0.004054967314004898; 'z': -0.009226799942553043},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0360555127263,PHYS_12,{'y': -86.2406069; 'x': 41.5194016; 'z': -0.58},{'y': 0.04; 'x': -0.07; 'z': -0.03},14,LAND
2017_07_18__14-31-50_309,CRITICAL,{'current': None; 'voltage': 20.645; 'level': None},0.0360555127263,{'y': 0.2503047287464142; 'x': 0.004054967314004898; 'z': -0.009226799942553043},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0360555127263,PHYS_12,{'y': -86.2406069; 'x': 41.5194016; 'z': -0.58},{'y': 0.04; 'x': -0.07; 'z': -0.03},14,LAND
2017_07_18__14-31-50_409,CRITICAL,{'current': None; 'voltage': 20.645; 'level': None},0.0500000007451,{'y': 0.2503047287464142; 'x': 0.004054967314004898; 'z': -0.009226799942553043},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0500000007451,PHYS_12,{'y': -86.2406069; 'x': 41.5194016; 'z': -0.58},{'y': 0.04; 'x': -0.07; 'z': -0.03},14,LAND
2017_07_18__14-31-50_509,CRITICAL,{'current': None; 'voltage': 20.645; 'level': None},0.0500000007451,{'y': 0.2503047287464142; 'x': 0.004054967314004898; 'z': -0.009226799942553043},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0500000007451,PHYS_12,{'y': -86.2406069; 'x': 41.5194016; 'z': -0.58},{'y': 0.04; 'x': -0.07; 'z': -0.03},14,LAND
2017_07_18__14-31-50_609,CRITICAL,{'current': None; 'voltage': 20.638; 'level': None},0.0500000007451,{'y': 0.2503047287464142; 'x': 0.004054967314004898; 'z': -0.009226799942553043},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0500000007451,PHYS_12,{'y': -86.2406069; 'x': 41.5194016; 'z': -0.58},{'y': 0.04; 'x': -0.07; 'z': -0.03},14,LAND
2017_07_18__14-31-50_709,CRITICAL,{'current': None; 'voltage': 20.638; 'level': None},0.0500000007451,{'y': 0.2510974109172821; 'x': 0.0033361613750457764; 'z': -0.009439084678888321},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0500000007451,PHYS_12,{'y': -86.2406069; 'x': 41.5194016; 'z': -0.58},{'y': 0.04; 'x': -0.07; 'z': -0.03},14,LAND
2017_07_18__14-31-50_809,CRITICAL,{'current': None; 'voltage': 20.638; 'level': None},0.0360555127263,{'y': 0.2510974109172821; 'x': 0.0033361613750457764; 'z': -0.009439084678888321},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0360555127263,PHYS_12,{'y': -86.2406057; 'x': 41.5194018; 'z': -0.52},{'y': 0.05; 'x': -0.04; 'z': -0.03},14,LAND
2017_07_18__14-31-50_909,CRITICAL,{'current': None; 'voltage': 20.638; 'level': None},0.0360555127263,{'y': 0.2510974109172821; 'x': 0.0033361613750457764; 'z': -0.009439084678888321},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0360555127263,PHYS_12,{'y': -86.2406057; 'x': 41.5194018; 'z': -0.52},{'y': 0.05; 'x': -0.04; 'z': -0.03},14,LAND
2017_07_18__14-31-51_009,CRITICAL,{'current': None; 'voltage': 20.638; 'level': None},0.0360555127263,{'y': 0.2510974109172821; 'x': 0.0033361613750457764; 'z': -0.009439084678888321},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0360555127263,PHYS_12,{'y': -86.2406057; 'x': 41.5194018; 'z': -0.52},{'y': 0.05; 'x': -0.04; 'z': -0.03},14,LAND
2017_07_18__14-31-51_109,CRITICAL,{'current': None; 'voltage': 20.638; 'level': None},0.0360555127263,{'y': 0.2510974109172821; 'x': 0.0033361613750457764; 'z': -0.009439084678888321},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0360555127263,PHYS_12,{'y': -86.2406057; 'x': 41.5194018; 'z': -0.52},{'y': 0.05; 'x': -0.04; 'z': -0.03},14,LAND
2017_07_18__14-31-51_209,CRITICAL,{'current': None; 'voltage': 20.648; 'level': None},0.0360555127263,{'y': 0.2510974109172821; 'x': 0.0033361613750457764; 'z': -0.009439084678888321},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0360555127263,PHYS_12,{'y': -86.2406057; 'x': 41.5194018; 'z': -0.52},{'y': 0.05; 'x': -0.04; 'z': -0.03},14,LAND
2017_07_18__14-31-51_316,CRITICAL,{'current': None; 'voltage': 20.648; 'level': None},0.0360555127263,{'y': 0.2510974109172821; 'x': 0.0033361613750457764; 'z': -0.009439084678888321},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0360555127263,PHYS_12,{'y': -86.2406057; 'x': 41.5194018; 'z': -0.52},{'y': 0.05; 'x': -0.04; 'z': -0.03},14,LAND
2017_07_18__14-31-51_408,CRITICAL,{'current': None; 'voltage': 20.648; 'level': None},0.031622774899,{'y': 0.2513616979122162; 'x': 0.0030730590224266052; 'z': -0.009525718167424202},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406052; 'x': 41.5194019; 'z': -0.5},{'y': 0.05; 'x': -0.03; 'z': -0.03},14,LAND
2017_07_18__14-31-51_509,CRITICAL,{'current': None; 'voltage': 20.657; 'level': None},0.031622774899,{'y': 0.2513616979122162; 'x': 0.0030730590224266052; 'z': -0.009525718167424202},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406052; 'x': 41.5194019; 'z': -0.5},{'y': 0.05; 'x': -0.03; 'z': -0.03},14,LAND
2017_07_18__14-31-51_609,CRITICAL,{'current': None; 'voltage': 20.657; 'level': None},0.031622774899,{'y': 0.2513616979122162; 'x': 0.0030730590224266052; 'z': -0.009525718167424202},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406052; 'x': 41.5194019; 'z': -0.5},{'y': 0.05; 'x': -0.03; 'z': -0.03},14,LAND
2017_07_18__14-31-51_709,CRITICAL,{'current': None; 'voltage': 20.657; 'level': None},0.031622774899,{'y': 0.2513616979122162; 'x': 0.0030730590224266052; 'z': -0.009525718167424202},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406052; 'x': 41.5194019; 'z': -0.5},{'y': 0.05; 'x': -0.03; 'z': -0.03},14,LAND
2017_07_18__14-31-51_809,CRITICAL,{'current': None; 'voltage': 20.657; 'level': None},0.031622774899,{'y': 0.2516372501850128; 'x': 0.0028950702399015427; 'z': -0.0096927834674716},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406052; 'x': 41.5194019; 'z': -0.5},{'y': 0.05; 'x': -0.03; 'z': -0.03},14,LAND
2017_07_18__14-31-51_909,CRITICAL,{'current': None; 'voltage': 20.657; 'level': None},0.031622774899,{'y': 0.2516372501850128; 'x': 0.0028950702399015427; 'z': -0.0096927834674716},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406052; 'x': 41.5194019; 'z': -0.5},{'y': 0.05; 'x': -0.03; 'z': -0.03},14,LAND
2017_07_18__14-31-52_009,CRITICAL,{'current': None; 'voltage': 20.657; 'level': None},0.031622774899,{'y': 0.2516372501850128; 'x': 0.0028950702399015427; 'z': -0.0096927834674716},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406045; 'x': 41.519402; 'z': -0.47},{'y': 0.06; 'x': -0.03; 'z': -0.03},14,LAND
2017_07_18__14-31-52_109,CRITICAL,{'current': None; 'voltage': 20.657; 'level': None},0.00999999977648,{'y': 0.2516372501850128; 'x': 0.0028950702399015427; 'z': -0.0096927834674716},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406045; 'x': 41.519402; 'z': -0.47},{'y': 0.06; 'x': -0.03; 'z': -0.03},14,LAND
2017_07_18__14-31-52_209,CRITICAL,{'current': None; 'voltage': 20.658; 'level': None},0.00999999977648,{'y': 0.2516372501850128; 'x': 0.0028950702399015427; 'z': -0.0096927834674716},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406045; 'x': 41.519402; 'z': -0.47},{'y': 0.06; 'x': -0.03; 'z': -0.03},14,LAND
2017_07_18__14-31-52_309,CRITICAL,{'current': None; 'voltage': 20.658; 'level': None},0.00999999977648,{'y': 0.2519218623638153; 'x': 0.0026522669941186905; 'z': -0.00969964824616909},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.00999999977648,PHYS_12,{'y': -86.2406045; 'x': 41.519402; 'z': -0.47},{'y': 0.06; 'x': -0.03; 'z': -0.03},14,LAND
2017_07_18__14-31-52_409,CRITICAL,{'current': None; 'voltage': 20.658; 'level': None},0.031622774899,{'y': 0.2519218623638153; 'x': 0.0026522669941186905; 'z': -0.00969964824616909},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406037; 'x': 41.5194022; 'z': -0.44},{'y': 0.07; 'x': -0.01; 'z': -0.03},14,LAND
2017_07_18__14-31-52_509,CRITICAL,{'current': None; 'voltage': 20.658; 'level': None},0.031622774899,{'y': 0.2519218623638153; 'x': 0.0026522669941186905; 'z': -0.00969964824616909},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406037; 'x': 41.5194022; 'z': -0.44},{'y': 0.07; 'x': -0.01; 'z': -0.03},14,LAND
2017_07_18__14-31-52_609,CRITICAL,{'current': None; 'voltage': 20.658; 'level': None},0.031622774899,{'y': 0.2519218623638153; 'x': 0.0026522669941186905; 'z': -0.00969964824616909},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406037; 'x': 41.5194022; 'z': -0.44},{'y': 0.07; 'x': -0.01; 'z': -0.03},14,LAND
2017_07_18__14-31-52_709,CRITICAL,{'current': None; 'voltage': 20.658; 'level': None},0.031622774899,{'y': 0.2519218623638153; 'x': 0.0026522669941186905; 'z': -0.00969964824616909},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406037; 'x': 41.5194022; 'z': -0.44},{'y': 0.07; 'x': -0.01; 'z': -0.03},14,LAND
2017_07_18__14-31-52_809,CRITICAL,{'current': None; 'voltage': 20.663; 'level': None},0.031622774899,{'y': 0.2519218623638153; 'x': 0.0026522669941186905; 'z': -0.00969964824616909},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406037; 'x': 41.5194022; 'z': -0.44},{'y': 0.07; 'x': -0.01; 'z': -0.03},14,LAND
2017_07_18__14-31-52_909,CRITICAL,{'current': None; 'voltage': 20.663; 'level': None},0.031622774899,{'y': 0.25217679142951965; 'x': 0.0024939943104982376; 'z': -0.00969389546662569},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406037; 'x': 41.5194022; 'z': -0.44},{'y': 0.07; 'x': -0.01; 'z': -0.03},14,LAND
2017_07_18__14-31-53_008,CRITICAL,{'current': None; 'voltage': 20.663; 'level': None},0.031622774899,{'y': 0.25217679142951965; 'x': 0.0024939943104982376; 'z': -0.00969389546662569},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406037; 'x': 41.5194022; 'z': -0.44},{'y': 0.07; 'x': -0.01; 'z': -0.03},14,LAND
2017_07_18__14-31-53_109,CRITICAL,{'current': None; 'voltage': 20.663; 'level': None},0.031622774899,{'y': 0.25217679142951965; 'x': 0.0024939943104982376; 'z': -0.00969389546662569},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406029; 'x': 41.5194025; 'z': -0.4},{'y': 0.07; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-53_209,CRITICAL,{'current': None; 'voltage': 20.663; 'level': None},0.031622774899,{'y': 0.25217679142951965; 'x': 0.0024939943104982376; 'z': -0.00969389546662569},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406029; 'x': 41.5194025; 'z': -0.4},{'y': 0.07; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-53_309,CRITICAL,{'current': None; 'voltage': 20.663; 'level': None},0.031622774899,{'y': 0.25217679142951965; 'x': 0.0024939943104982376; 'z': -0.00969389546662569},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406029; 'x': 41.5194025; 'z': -0.4},{'y': 0.07; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-53_409,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.031622774899,{'y': 0.25217679142951965; 'x': 0.0024939943104982376; 'z': -0.00969389546662569},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406029; 'x': 41.5194025; 'z': -0.4},{'y': 0.07; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-53_509,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.031622774899,{'y': 0.25239866971969604; 'x': 0.002385823056101799; 'z': -0.009732719510793686},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406029; 'x': 41.5194025; 'z': -0.4},{'y': 0.07; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-53_609,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.031622774899,{'y': 0.25239866971969604; 'x': 0.002385823056101799; 'z': -0.009732719510793686},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406029; 'x': 41.5194025; 'z': -0.4},{'y': 0.07; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-53_709,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.031622774899,{'y': 0.25239866971969604; 'x': 0.002385823056101799; 'z': -0.009732719510793686},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.031622774899,PHYS_12,{'y': -86.2406029; 'x': 41.5194025; 'z': -0.4},{'y': 0.07; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-53_809,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.0223606787622,{'y': 0.25239866971969604; 'x': 0.002385823056101799; 'z': -0.009732719510793686},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406021; 'x': 41.5194028; 'z': -0.38},{'y': 0.08; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-53_909,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.0223606787622,{'y': 0.25239866971969604; 'x': 0.002385823056101799; 'z': -0.009732719510793686},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406021; 'x': 41.5194028; 'z': -0.38},{'y': 0.08; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-54_009,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.0223606787622,{'y': 0.25239866971969604; 'x': 0.002385823056101799; 'z': -0.009732719510793686},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406021; 'x': 41.5194028; 'z': -0.38},{'y': 0.08; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-54_108,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.0223606787622,{'y': 0.25239866971969604; 'x': 0.002385823056101799; 'z': -0.009732719510793686},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406021; 'x': 41.5194028; 'z': -0.38},{'y': 0.08; 'x': 0.0; 'z': -0.03},14,LAND
2017_07_18__14-31-54_209,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.0223606787622,{'y': 0.2525560259819031; 'x': 0.0025536827743053436; 'z': -0.009619073942303658},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406012; 'x': 41.519403; 'z': -0.35},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-54_308,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.0223606787622,{'y': 0.2525560259819031; 'x': 0.0025536827743053436; 'z': -0.009619073942303658},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406012; 'x': 41.519403; 'z': -0.35},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-54_408,CRITICAL,{'current': None; 'voltage': 20.675; 'level': None},0.0223606787622,{'y': 0.2525560259819031; 'x': 0.0025536827743053436; 'z': -0.009619073942303658},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406012; 'x': 41.519403; 'z': -0.35},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-54_508,CRITICAL,{'current': None; 'voltage': 20.693; 'level': None},0.0223606787622,{'y': 0.2525560259819031; 'x': 0.0025536827743053436; 'z': -0.009619073942303658},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406012; 'x': 41.519403; 'z': -0.35},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-54_609,CRITICAL,{'current': None; 'voltage': 20.693; 'level': None},0.0223606787622,{'y': 0.2525560259819031; 'x': 0.0025536827743053436; 'z': -0.009619073942303658},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406012; 'x': 41.519403; 'z': -0.35},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-54_709,CRITICAL,{'current': None; 'voltage': 20.693; 'level': None},0.0223606787622,{'y': 0.2525560259819031; 'x': 0.0025536827743053436; 'z': -0.009619073942303658},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406012; 'x': 41.519403; 'z': -0.35},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-54_809,CRITICAL,{'current': None; 'voltage': 20.693; 'level': None},0.0223606787622,{'y': 0.25281837582588196; 'x': 0.002790480852127075; 'z': -0.00962868332862854},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406012; 'x': 41.519403; 'z': -0.35},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-54_909,CRITICAL,{'current': None; 'voltage': 20.693; 'level': None},0.0223606787622,{'y': 0.25281837582588196; 'x': 0.002790480852127075; 'z': -0.00962868332862854},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0223606787622,PHYS_12,{'y': -86.2406012; 'x': 41.519403; 'z': -0.35},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-55_009,CRITICAL,{'current': None; 'voltage': 20.693; 'level': None},0.0282842703164,{'y': 0.25281837582588196; 'x': 0.002790480852127075; 'z': -0.00962868332862854},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0282842703164,PHYS_12,{'y': -86.2406004; 'x': 41.5194032; 'z': -0.31},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-55_109,CRITICAL,{'current': None; 'voltage': 20.692; 'level': None},0.0282842703164,{'y': 0.25281837582588196; 'x': 0.002790480852127075; 'z': -0.00962868332862854},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0282842703164,PHYS_12,{'y': -86.2406004; 'x': 41.5194032; 'z': -0.31},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-55_209,CRITICAL,{'current': None; 'voltage': 20.692; 'level': None},0.0282842703164,{'y': 0.25281837582588196; 'x': 0.002790480852127075; 'z': -0.00962868332862854},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0282842703164,PHYS_12,{'y': -86.2406004; 'x': 41.5194032; 'z': -0.31},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-55_309,CRITICAL,{'current': None; 'voltage': 20.692; 'level': None},0.0282842703164,{'y': 0.2530770003795624; 'x': 0.0028114784508943558; 'z': -0.009847314096987247},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0282842703164,PHYS_12,{'y': -86.2405997; 'x': 41.5194036; 'z': -0.27},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-55_408,CRITICAL,{'current': None; 'voltage': 20.692; 'level': None},0.0141421351582,{'y': 0.2530770003795624; 'x': 0.0028114784508943558; 'z': -0.009847314096987247},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.2405997; 'x': 41.5194036; 'z': -0.27},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-55_510,CRITICAL,{'current': None; 'voltage': 20.692; 'level': None},0.0141421351582,{'y': 0.2530770003795624; 'x': 0.0028114784508943558; 'z': -0.009847314096987247},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.2405997; 'x': 41.5194036; 'z': -0.27},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-55_609,CRITICAL,{'current': None; 'voltage': 20.692; 'level': None},0.0141421351582,{'y': 0.2530770003795624; 'x': 0.0028114784508943558; 'z': -0.009847314096987247},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.2405997; 'x': 41.5194036; 'z': -0.27},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-55_709,CRITICAL,{'current': None; 'voltage': 20.692; 'level': None},0.0141421351582,{'y': 0.2530770003795624; 'x': 0.0028114784508943558; 'z': -0.009847314096987247},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.2405997; 'x': 41.5194036; 'z': -0.27},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-55_809,CRITICAL,{'current': None; 'voltage': 20.701; 'level': None},0.0141421351582,{'y': 0.25327152013778687; 'x': 0.0027799997478723526; 'z': -0.009950196370482445},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.2405997; 'x': 41.5194036; 'z': -0.27},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
2017_07_18__14-31-55_909,CRITICAL,{'current': None; 'voltage': 20.701; 'level': None},0.0141421351582,{'y': 0.25327152013778687; 'x': 0.0027799997478723526; 'z': -0.009950196370482445},{'y': -86.240608; 'x': 41.5193929; 'z': 251.56},{'y': 0; 'x': 0; 'z': 0},False,True,0.0141421351582,PHYS_12,{'y': -86.2405997; 'x': 41.5194036; 'z': -0.27},{'y': 0.08; 'x': 0.0; 'z': -0.04},14,LAND
