time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-24-07_820,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.131529465318,{'y': -2.9684064388275146; 'x': 0.02617846615612507; 'z': 0.00515387486666441},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.131529465318,PHYS_2,{'y': -86.2401239; 'x': 41.5194318; 'z': 0.23},{'y': 0.0; 'x': 0.1; 'z': -0.05},190,GUIDED
2017_07_18__15-26-40_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.290688812733,{'y': -1.5509703159332275; 'x': -0.05534770339727402; 'z': -0.004518013447523117},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.290688812733,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},271,LOITER
2017_07_18__15-26-40_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.541202366352,{'y': -1.5509703159332275; 'x': -0.05534770339727402; 'z': -0.004518013447523117},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.541202366352,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},270,LOITER
2017_07_18__15-26-40_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.541202366352,{'y': -1.5509703159332275; 'x': -0.05534770339727402; 'z': -0.004518013447523117},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.541202366352,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},270,LOITER
2017_07_18__15-26-40_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.541202366352,{'y': -1.554609775543213; 'x': -0.042954713106155396; 'z': -0.020581379532814026},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.541202366352,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},270,LOITER
2017_07_18__15-26-40_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.541202366352,{'y': -1.554609775543213; 'x': -0.042954713106155396; 'z': -0.020581379532814026},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.541202366352,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},270,LOITER
2017_07_18__15-26-40_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.541202366352,{'y': -1.554609775543213; 'x': -0.042954713106155396; 'z': -0.020581379532814026},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.541202366352,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},270,LOITER
2017_07_18__15-26-40_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.541202366352,{'y': -1.554609775543213; 'x': -0.042954713106155396; 'z': -0.020581379532814026},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.541202366352,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},270,LOITER
2017_07_18__15-26-41_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.541202366352,{'y': -1.554609775543213; 'x': -0.042954713106155396; 'z': -0.020581379532814026},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.541202366352,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},270,LOITER
2017_07_18__15-26-41_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.541202366352,{'y': -1.554609775543213; 'x': -0.042954713106155396; 'z': -0.020581379532814026},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.541202366352,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},270,LOITER
2017_07_18__15-26-41_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.541202366352,{'y': -1.554609775543213; 'x': -0.042954713106155396; 'z': -0.020581379532814026},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.541202366352,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},270,LOITER
2017_07_18__15-26-41_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -1.554609775543213; 'x': -0.042954713106155396; 'z': -0.020581379532814026},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.0799999982119,PHYS_2,{'y': -86.2394869; 'x': 41.5191664; 'z': 13.66},{'y': 0.24; 'x': 0.33; 'z': -0.53},270,LOITER
2017_07_18__15-26-41_420,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -1.6237047910690308; 'x': 0.009044628590345383; 'z': 0.007807710207998753},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.0799999982119,PHYS_2,{'y': -86.2394806; 'x': 41.5191685; 'z': 11.24},{'y': 0.5; 'x': 0.27; 'z': -3.11},270,LOITER
2017_07_18__15-26-41_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -1.6237047910690308; 'x': 0.009044628590345383; 'z': 0.007807710207998753},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.0799999982119,PHYS_2,{'y': -86.2394806; 'x': 41.5191685; 'z': 11.24},{'y': 0.5; 'x': 0.27; 'z': -3.11},270,LOITER
2017_07_18__15-26-41_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.0799999982119,{'y': -1.6237047910690308; 'x': 0.009044628590345383; 'z': 0.007807710207998753},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.0799999982119,PHYS_2,{'y': -86.2394806; 'x': 41.5191685; 'z': 11.24},{'y': 0.5; 'x': 0.27; 'z': -3.11},270,LOITER
2017_07_18__15-26-41_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.574891328812,{'y': -1.6017273664474487; 'x': -0.14421126246452332; 'z': -0.019096529111266136},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.574891328812,PHYS_2,{'y': -86.2394806; 'x': 41.5191685; 'z': 11.24},{'y': 0.5; 'x': 0.27; 'z': -3.11},267,LOITER
2017_07_18__15-26-41_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.574891328812,{'y': -1.6017273664474487; 'x': -0.14421126246452332; 'z': -0.019096529111266136},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.574891328812,PHYS_2,{'y': -86.2394806; 'x': 41.5191685; 'z': 11.24},{'y': 0.5; 'x': 0.27; 'z': -3.11},267,LOITER
2017_07_18__15-26-41_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.574891328812,{'y': -1.6017273664474487; 'x': -0.14421126246452332; 'z': -0.019096529111266136},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.574891328812,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},267,LOITER
2017_07_18__15-26-42_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.574891328812,{'y': -1.6017273664474487; 'x': -0.14421126246452332; 'z': -0.019096529111266136},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.574891328812,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},267,LOITER
2017_07_18__15-26-42_122,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.574891328812,{'y': -1.6017273664474487; 'x': -0.14421126246452332; 'z': -0.019096529111266136},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.574891328812,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},267,LOITER
2017_07_18__15-26-42_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.586941182613,{'y': -1.6017273664474487; 'x': -0.14421126246452332; 'z': -0.019096529111266136},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.586941182613,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},268,LOITER
2017_07_18__15-26-42_320,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.586941182613,{'y': -1.6017273664474487; 'x': -0.14421126246452332; 'z': -0.019096529111266136},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.586941182613,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},268,LOITER
2017_07_18__15-26-42_420,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.586941182613,{'y': -1.6017273664474487; 'x': -0.14421126246452332; 'z': -0.019096529111266136},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.586941182613,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},268,LOITER
2017_07_18__15-26-42_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.586941182613,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.586941182613,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},268,LOITER
2017_07_18__15-26-42_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.586941182613,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.586941182613,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},268,LOITER
2017_07_18__15-26-42_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.586941182613,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.586941182613,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},268,LOITER
2017_07_18__15-26-42_820,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.586941182613,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.586941182613,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},268,LOITER
2017_07_18__15-26-42_920,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.586941182613,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.586941182613,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},268,LOITER
2017_07_18__15-26-43_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.586941182613,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.586941182613,PHYS_2,{'y': -86.2394813; 'x': 41.5191708; 'z': 7.62},{'y': -0.64; 'x': 0.15; 'z': -4.51},268,LOITER
2017_07_18__15-26-43_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.586941182613,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.586941182613,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},268,LOITER
2017_07_18__15-26-43_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.704911291599,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.704911291599,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},273,LOITER
2017_07_18__15-26-43_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.704911291599,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.704911291599,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},273,LOITER
2017_07_18__15-26-43_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.704911291599,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.704911291599,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},273,LOITER
2017_07_18__15-26-43_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.704911291599,{'y': -1.5164128541946411; 'x': -0.0036913929507136345; 'z': -0.019033217802643776},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.704911291599,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},273,LOITER
2017_07_18__15-26-43_620,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.704911291599,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.704911291599,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},273,LOITER
2017_07_18__15-26-43_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.704911291599,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.704911291599,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},273,LOITER
2017_07_18__15-26-43_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.704911291599,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.704911291599,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},273,LOITER
2017_07_18__15-26-43_920,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.704911291599,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.704911291599,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},273,LOITER
2017_07_18__15-26-44_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.704911291599,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.704911291599,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},273,LOITER
2017_07_18__15-26-44_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},60,LOITER
2017_07_18__15-26-44_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},60,LOITER
2017_07_18__15-26-44_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},60,LOITER
2017_07_18__15-26-44_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},60,LOITER
2017_07_18__15-26-44_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},60,LOITER
2017_07_18__15-26-44_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},60,LOITER
2017_07_18__15-26-44_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},60,LOITER
2017_07_18__15-26-44_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},60,LOITER
2017_07_18__15-26-44_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.2394884; 'x': 41.519168; 'z': 2.27},{'y': -1.57; 'x': -0.65; 'z': -1.95},60,LOITER
2017_07_18__15-26-45_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.239517; 'x': 41.519158; 'z': -7.91},{'y': -1.12; 'x': -0.41; 'z': -5.97},60,LOITER
2017_07_18__15-26-45_119,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.239517; 'x': 41.519158; 'z': -7.91},{'y': -1.12; 'x': -0.41; 'z': -5.97},60,LOITER
2017_07_18__15-26-45_219,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.6402326822280884; 'x': -1.0565601587295532; 'z': -2.7638461589813232},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.239517; 'x': 41.519158; 'z': -7.91},{'y': -1.12; 'x': -0.41; 'z': -5.97},60,LOITER
2017_07_18__15-26-45_319,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.1692646741867065; 'x': -0.02548682875931263; 'z': 3.1211347579956055},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.239517; 'x': 41.519158; 'z': -7.91},{'y': -1.12; 'x': -0.41; 'z': -5.97},60,LOITER
2017_07_18__15-26-45_419,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.1692646741867065; 'x': -0.02548682875931263; 'z': 3.1211347579956055},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.239517; 'x': 41.519158; 'z': -7.91},{'y': -1.12; 'x': -0.41; 'z': -5.97},60,LOITER
2017_07_18__15-26-45_519,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.1692646741867065; 'x': -0.02548682875931263; 'z': 3.1211347579956055},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.239517; 'x': 41.519158; 'z': -7.91},{'y': -1.12; 'x': -0.41; 'z': -5.97},60,LOITER
2017_07_18__15-26-45_619,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.1692646741867065; 'x': -0.02548682875931263; 'z': 3.1211347579956055},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.239517; 'x': 41.519158; 'z': -7.91},{'y': -1.12; 'x': -0.41; 'z': -5.97},60,LOITER
2017_07_18__15-26-45_719,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.354682922363,{'y': 1.1692646741867065; 'x': -0.02548682875931263; 'z': 3.1211347579956055},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.354682922363,PHYS_2,{'y': -86.2395223; 'x': 41.519155; 'z': -10.31},{'y': -0.92; 'x': -0.31; 'z': -5.58},60,LOITER
2017_07_18__15-26-45_819,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.199248582125,{'y': 1.1692646741867065; 'x': -0.02548682875931263; 'z': 3.1211347579956055},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.199248582125,PHYS_2,{'y': -86.2395223; 'x': 41.519155; 'z': -10.31},{'y': -0.92; 'x': -0.31; 'z': -5.58},66,LOITER
2017_07_18__15-26-45_919,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.199248582125,{'y': 1.1692646741867065; 'x': -0.02548682875931263; 'z': 3.1211347579956055},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.199248582125,PHYS_2,{'y': -86.2395223; 'x': 41.519155; 'z': -10.31},{'y': -0.92; 'x': -0.31; 'z': -5.58},66,LOITER
2017_07_18__15-26-46_019,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.199248582125,{'y': 1.1692646741867065; 'x': -0.02548682875931263; 'z': 3.1211347579956055},{'y': -86.2401187; 'x': 41.5194239; 'z': 248.74},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.199248582125,PHYS_2,{'y': -86.2395223; 'x': 41.519155; 'z': -10.31},{'y': -0.92; 'x': -0.31; 'z': -5.58},66,LOITER
