time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__16-42-11_621,STANDBY,{'current': 1.0; 'voltage': 16.266; 'level': 90},0.0299999993294,{'y': -3.088733196258545; 'x': -0.03170124813914299; 'z': -0.015578210353851318},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -50.37; 'z': 0.0},False,True,0.0299999993294,PHYS_1,{'y': -86.2399872; 'x': 41.5194343; 'z': 2.29},{'y': 0.0; 'x': 0.04; 'z': 0.0},183,LOITER
2017_07_18__16-46-34_619,ACTIVE,{'current': 13.73; 'voltage': 15.447; 'level': 78},10.8099994659,{'y': 1.5433677434921265; 'x': -0.16829369962215424; 'z': 0.01907879114151001},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -3.64; 'z': 0.0},True,True,10.8099994659,PHYS_1,{'y': -86.2394658; 'x': 41.5190037; 'z': 15.0},{'y': 10.88; 'x': 0.0; 'z': 0.0},88,GUIDED
2017_07_18__16-46-34_720,ACTIVE,{'current': 13.73; 'voltage': 15.447; 'level': 78},10.8099994659,{'y': 1.5433677434921265; 'x': -0.16829369962215424; 'z': 0.01907879114151001},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -3.64; 'z': 0.0},True,True,10.8099994659,PHYS_1,{'y': -86.2394658; 'x': 41.5190037; 'z': 15.0},{'y': 10.88; 'x': 0.0; 'z': 0.0},88,GUIDED
2017_07_18__16-46-34_819,ACTIVE,{'current': 14.34; 'voltage': 15.427; 'level': 78},10.8099994659,{'y': 1.541192650794983; 'x': -0.16415253281593323; 'z': 0.021772289648652077},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -3.47; 'z': 0.0},True,True,10.8099994659,PHYS_1,{'y': -86.2394288; 'x': 41.5190038; 'z': 14.98},{'y': 10.87; 'x': -0.02; 'z': 0.0},88,GUIDED
2017_07_18__16-46-34_926,ACTIVE,{'current': 14.34; 'voltage': 15.427; 'level': 78},10.8099994659,{'y': 1.541192650794983; 'x': -0.16415253281593323; 'z': 0.021772289648652077},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -3.47; 'z': 0.0},True,True,10.8099994659,PHYS_1,{'y': -86.2394288; 'x': 41.5190038; 'z': 14.98},{'y': 10.87; 'x': -0.02; 'z': 0.0},88,GUIDED
2017_07_18__16-46-35_020,ACTIVE,{'current': 14.34; 'voltage': 15.427; 'level': 78},10.8400001526,{'y': 1.541192650794983; 'x': -0.16415253281593323; 'z': 0.021772289648652077},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -3.47; 'z': 0.0},True,True,10.8400001526,PHYS_1,{'y': -86.2394288; 'x': 41.5190038; 'z': 14.98},{'y': 10.87; 'x': -0.02; 'z': 0.0},88,GUIDED
2017_07_18__16-46-35_120,ACTIVE,{'current': 14.21; 'voltage': 15.427; 'level': 78},10.8400001526,{'y': 1.540631651878357; 'x': -0.17624764144420624; 'z': 0.02801421843469143},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -3.29; 'z': 0.0},True,True,10.8400001526,PHYS_1,{'y': -86.2393881; 'x': 41.5190037; 'z': 14.97},{'y': 10.87; 'x': -0.04; 'z': -0.03},88,GUIDED
2017_07_18__16-46-35_219,ACTIVE,{'current': 14.21; 'voltage': 15.427; 'level': 78},10.8499994278,{'y': 1.540631651878357; 'x': -0.17624764144420624; 'z': 0.02801421843469143},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -3.29; 'z': 0.0},True,True,10.8499994278,PHYS_1,{'y': -86.2393881; 'x': 41.5190037; 'z': 14.97},{'y': 10.87; 'x': -0.04; 'z': -0.03},88,GUIDED
2017_07_18__16-46-35_328,ACTIVE,{'current': 14.14; 'voltage': 15.427; 'level': 78},10.8499994278,{'y': 1.5401569604873657; 'x': -0.16382113099098206; 'z': -0.003744477638974786},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.77; 'z': 0.0},True,True,10.8499994278,PHYS_1,{'y': -86.2393513; 'x': 41.5190037; 'z': 14.97},{'y': 10.92; 'x': 0.0; 'z': 0.02},88,GUIDED
2017_07_18__16-46-35_420,ACTIVE,{'current': 14.14; 'voltage': 15.427; 'level': 78},10.8499994278,{'y': 1.5401569604873657; 'x': -0.16382113099098206; 'z': -0.003744477638974786},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.77; 'z': 0.0},True,True,10.8499994278,PHYS_1,{'y': -86.2393513; 'x': 41.5190037; 'z': 14.97},{'y': 10.92; 'x': 0.0; 'z': 0.02},88,GUIDED
2017_07_18__16-46-35_520,ACTIVE,{'current': 14.14; 'voltage': 15.427; 'level': 78},10.8499994278,{'y': 1.5401569604873657; 'x': -0.16382113099098206; 'z': -0.003744477638974786},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.77; 'z': 0.0},True,True,10.8499994278,PHYS_1,{'y': -86.2393513; 'x': 41.5190037; 'z': 14.97},{'y': 10.92; 'x': 0.0; 'z': 0.02},88,GUIDED
2017_07_18__16-46-35_620,ACTIVE,{'current': 15.21; 'voltage': 15.427; 'level': 78},10.8999996185,{'y': 1.5431066751480103; 'x': -0.15684819221496582; 'z': 0.02804022841155529},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.6; 'z': 0.0},True,True,10.8999996185,PHYS_1,{'y': -86.2393513; 'x': 41.5190037; 'z': 14.97},{'y': 10.92; 'x': 0.0; 'z': 0.02},88,GUIDED
2017_07_18__16-46-35_719,ACTIVE,{'current': 15.21; 'voltage': 15.427; 'level': 78},10.8999996185,{'y': 1.5431066751480103; 'x': -0.15684819221496582; 'z': 0.02804022841155529},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.6; 'z': 0.0},True,True,10.8999996185,PHYS_1,{'y': -86.2393149; 'x': 41.5190038; 'z': 14.96},{'y': 10.94; 'x': -0.01; 'z': 0.03},88,GUIDED
2017_07_18__16-46-35_821,ACTIVE,{'current': 14.39; 'voltage': 15.414; 'level': 78},10.9200000763,{'y': 1.5431066751480103; 'x': -0.15684819221496582; 'z': 0.02804022841155529},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.6; 'z': 0.0},True,True,10.9200000763,PHYS_1,{'y': -86.2393149; 'x': 41.5190038; 'z': 14.96},{'y': 10.94; 'x': -0.01; 'z': 0.03},88,GUIDED
2017_07_18__16-46-35_920,ACTIVE,{'current': 14.39; 'voltage': 15.414; 'level': 78},10.9200000763,{'y': 1.5453109741210938; 'x': -0.1583450585603714; 'z': 0.03181783854961395},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.25; 'z': 0.0},True,True,10.9200000763,PHYS_1,{'y': -86.2393149; 'x': 41.5190038; 'z': 14.96},{'y': 10.94; 'x': -0.01; 'z': 0.03},88,GUIDED
2017_07_18__16-46-36_020,ACTIVE,{'current': 14.39; 'voltage': 15.414; 'level': 78},10.9200000763,{'y': 1.5453109741210938; 'x': -0.1583450585603714; 'z': 0.03181783854961395},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.25; 'z': 0.0},True,True,10.9200000763,PHYS_1,{'y': -86.2392781; 'x': 41.5190038; 'z': 14.95},{'y': 10.97; 'x': -0.06; 'z': 0.02},88,GUIDED
2017_07_18__16-46-36_120,ACTIVE,{'current': 14.39; 'voltage': 15.414; 'level': 78},10.9399995804,{'y': 1.5453109741210938; 'x': -0.1583450585603714; 'z': 0.03181783854961395},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.25; 'z': 0.0},True,True,10.9399995804,PHYS_1,{'y': -86.2392781; 'x': 41.5190038; 'z': 14.95},{'y': 10.97; 'x': -0.06; 'z': 0.02},88,GUIDED
2017_07_18__16-46-36_220,ACTIVE,{'current': 15.88; 'voltage': 15.414; 'level': 78},10.9399995804,{'y': 1.5417829751968384; 'x': -0.15263329446315765; 'z': 0.010301206260919571},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.08; 'z': 0.0},True,True,10.9399995804,PHYS_1,{'y': -86.2392781; 'x': 41.5190038; 'z': 14.95},{'y': 10.97; 'x': -0.06; 'z': 0.02},88,GUIDED
2017_07_18__16-46-36_319,ACTIVE,{'current': 15.88; 'voltage': 15.414; 'level': 78},10.9399995804,{'y': 1.5417829751968384; 'x': -0.15263329446315765; 'z': 0.010301206260919571},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.08; 'z': 0.0},True,True,10.9399995804,PHYS_1,{'y': -86.23924; 'x': 41.5190037; 'z': 14.96},{'y': 11.0; 'x': -0.04; 'z': 0.04},88,GUIDED
2017_07_18__16-46-36_420,ACTIVE,{'current': 14.61; 'voltage': 15.414; 'level': 78},10.9899997711,{'y': 1.5417829751968384; 'x': -0.15263329446315765; 'z': 0.010301206260919571},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -2.08; 'z': 0.0},True,True,10.9899997711,PHYS_1,{'y': -86.23924; 'x': 41.5190037; 'z': 14.96},{'y': 11.0; 'x': -0.04; 'z': 0.04},88,GUIDED
2017_07_18__16-46-36_520,ACTIVE,{'current': 14.61; 'voltage': 15.414; 'level': 78},10.9899997711,{'y': 1.5426650047302246; 'x': -0.158971905708313; 'z': 0.03364519029855728},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.74; 'z': 0.0},True,True,10.9899997711,PHYS_1,{'y': -86.2392015; 'x': 41.5190036; 'z': 14.96},{'y': 11.0; 'x': -0.07; 'z': -0.01},88,GUIDED
2017_07_18__16-46-36_620,ACTIVE,{'current': 14.61; 'voltage': 15.414; 'level': 78},10.9899997711,{'y': 1.5426650047302246; 'x': -0.158971905708313; 'z': 0.03364519029855728},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.74; 'z': 0.0},True,True,10.9899997711,PHYS_1,{'y': -86.2392015; 'x': 41.5190036; 'z': 14.96},{'y': 11.0; 'x': -0.07; 'z': -0.01},88,GUIDED
2017_07_18__16-46-36_719,ACTIVE,{'current': 14.75; 'voltage': 15.427; 'level': 78},11.0100002289,{'y': 1.5426650047302246; 'x': -0.158971905708313; 'z': 0.03364519029855728},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.74; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2392015; 'x': 41.5190036; 'z': 14.96},{'y': 11.0; 'x': -0.07; 'z': -0.01},88,GUIDED
2017_07_18__16-46-36_819,ACTIVE,{'current': 14.75; 'voltage': 15.427; 'level': 78},11.0100002289,{'y': 1.5407085418701172; 'x': -0.14268866181373596; 'z': 0.022582734003663063},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.56; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2391623; 'x': 41.5190034; 'z': 14.96},{'y': 11.03; 'x': -0.12; 'z': 0.02},88,GUIDED
2017_07_18__16-46-36_920,ACTIVE,{'current': 14.98; 'voltage': 15.427; 'level': 78},11.0100002289,{'y': 1.5407085418701172; 'x': -0.14268866181373596; 'z': 0.022582734003663063},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.56; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2391623; 'x': 41.5190034; 'z': 14.96},{'y': 11.03; 'x': -0.12; 'z': 0.02},88,GUIDED
2017_07_18__16-46-37_020,ACTIVE,{'current': 14.98; 'voltage': 15.427; 'level': 78},11.029999733,{'y': 1.5407085418701172; 'x': -0.14268866181373596; 'z': 0.022582734003663063},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.56; 'z': 0.0},True,True,11.029999733,PHYS_1,{'y': -86.2391623; 'x': 41.5190034; 'z': 14.96},{'y': 11.03; 'x': -0.12; 'z': 0.02},88,GUIDED
2017_07_18__16-46-37_120,ACTIVE,{'current': 14.98; 'voltage': 15.427; 'level': 78},11.029999733,{'y': 1.5426748991012573; 'x': -0.12841778993606567; 'z': 0.01457500085234642},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.39; 'z': 0.0},True,True,11.029999733,PHYS_1,{'y': -86.239125; 'x': 41.5190031; 'z': 14.98},{'y': 11.0; 'x': -0.16; 'z': 0.06},88,GUIDED
2017_07_18__16-46-37_220,ACTIVE,{'current': 14.57; 'voltage': 15.427; 'level': 78},11.029999733,{'y': 1.5426748991012573; 'x': -0.12841778993606567; 'z': 0.01457500085234642},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.39; 'z': 0.0},True,True,11.029999733,PHYS_1,{'y': -86.239125; 'x': 41.5190031; 'z': 14.98},{'y': 11.0; 'x': -0.16; 'z': 0.06},88,GUIDED
2017_07_18__16-46-37_320,ACTIVE,{'current': 14.57; 'voltage': 15.427; 'level': 78},11.029999733,{'y': 1.5410187244415283; 'x': -0.137430340051651; 'z': 0.003986041061580181},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.04; 'z': 0.0},True,True,11.029999733,PHYS_1,{'y': -86.239125; 'x': 41.5190031; 'z': 14.98},{'y': 11.0; 'x': -0.16; 'z': 0.06},88,GUIDED
2017_07_18__16-46-37_419,ACTIVE,{'current': 14.57; 'voltage': 15.427; 'level': 78},11.029999733,{'y': 1.5410187244415283; 'x': -0.137430340051651; 'z': 0.003986041061580181},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.04; 'z': 0.0},True,True,11.029999733,PHYS_1,{'y': -86.2390893; 'x': 41.5190028; 'z': 14.99},{'y': 10.97; 'x': -0.16; 'z': 0.01},88,GUIDED
2017_07_18__16-46-37_520,ACTIVE,{'current': 14.3; 'voltage': 15.403; 'level': 78},11.029999733,{'y': 1.5410187244415283; 'x': -0.137430340051651; 'z': 0.003986041061580181},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -1.04; 'z': 0.0},True,True,11.029999733,PHYS_1,{'y': -86.2390893; 'x': 41.5190028; 'z': 14.99},{'y': 10.97; 'x': -0.16; 'z': 0.01},88,GUIDED
2017_07_18__16-46-37_620,ACTIVE,{'current': 14.3; 'voltage': 15.403; 'level': 78},10.9899997711,{'y': 1.5445246696472168; 'x': -0.15065477788448334; 'z': -0.013281447812914848},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.87; 'z': 0.0},True,True,10.9899997711,PHYS_1,{'y': -86.2390893; 'x': 41.5190028; 'z': 14.99},{'y': 10.97; 'x': -0.16; 'z': 0.01},88,GUIDED
2017_07_18__16-46-37_720,ACTIVE,{'current': 15.4; 'voltage': 15.403; 'level': 78},10.9899997711,{'y': 1.5445246696472168; 'x': -0.15065477788448334; 'z': -0.013281447812914848},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.87; 'z': 0.0},True,True,10.9899997711,PHYS_1,{'y': -86.2390486; 'x': 41.5190026; 'z': 15.01},{'y': 10.97; 'x': -0.08; 'z': -0.03},88,GUIDED
2017_07_18__16-46-37_820,ACTIVE,{'current': 15.4; 'voltage': 15.403; 'level': 78},11.0100002289,{'y': 1.5445246696472168; 'x': -0.15065477788448334; 'z': -0.013281447812914848},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.87; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2390486; 'x': 41.5190026; 'z': 15.01},{'y': 10.97; 'x': -0.08; 'z': -0.03},88,GUIDED
2017_07_18__16-46-37_920,ACTIVE,{'current': 15.4; 'voltage': 15.403; 'level': 78},11.0100002289,{'y': 1.543768286705017; 'x': -0.1497664451599121; 'z': 0.0014786571264266968},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.87; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2390486; 'x': 41.5190026; 'z': 15.01},{'y': 10.97; 'x': -0.08; 'z': -0.03},88,GUIDED
2017_07_18__16-46-38_020,ACTIVE,{'current': 15.7; 'voltage': 15.403; 'level': 78},11.0100002289,{'y': 1.543768286705017; 'x': -0.1497664451599121; 'z': 0.0014786571264266968},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.87; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2390109; 'x': 41.5190026; 'z': 15.01},{'y': 11.01; 'x': -0.06; 'z': -0.05},88,GUIDED
2017_07_18__16-46-38_120,ACTIVE,{'current': 15.7; 'voltage': 15.403; 'level': 78},11.0100002289,{'y': 1.543768286705017; 'x': -0.1497664451599121; 'z': 0.0014786571264266968},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.87; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2390109; 'x': 41.5190026; 'z': 15.01},{'y': 11.01; 'x': -0.06; 'z': -0.05},88,GUIDED
2017_07_18__16-46-38_220,ACTIVE,{'current': 15.7; 'voltage': 15.403; 'level': 78},11.0100002289,{'y': 1.5473090410232544; 'x': -0.12663400173187256; 'z': 0.015908516943454742},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.87; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2389786; 'x': 41.5190026; 'z': 15.02},{'y': 11.0; 'x': -0.05; 'z': -0.01},88,GUIDED
2017_07_18__16-46-38_319,ACTIVE,{'current': 16.17; 'voltage': 15.408; 'level': 78},11.0100002289,{'y': 1.5473090410232544; 'x': -0.12663400173187256; 'z': 0.015908516943454742},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.87; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2389786; 'x': 41.5190026; 'z': 15.02},{'y': 11.0; 'x': -0.05; 'z': -0.01},88,GUIDED
2017_07_18__16-46-38_420,ACTIVE,{'current': 16.17; 'voltage': 15.408; 'level': 78},11.0799999237,{'y': 1.5441124439239502; 'x': -0.13747470080852509; 'z': 0.02039625495672226},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.52; 'z': 0.0},True,True,11.0799999237,PHYS_1,{'y': -86.2389786; 'x': 41.5190026; 'z': 15.02},{'y': 11.0; 'x': -0.05; 'z': -0.01},88,GUIDED
2017_07_18__16-46-38_520,ACTIVE,{'current': 14.18; 'voltage': 15.408; 'level': 78},11.0799999237,{'y': 1.5441124439239502; 'x': -0.13747470080852509; 'z': 0.02039625495672226},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.52; 'z': 0.0},True,True,11.0799999237,PHYS_1,{'y': -86.2389434; 'x': 41.5190027; 'z': 15.02},{'y': 10.96; 'x': -0.06; 'z': -0.07},88,GUIDED
2017_07_18__16-46-38_620,ACTIVE,{'current': 14.18; 'voltage': 15.408; 'level': 78},11.029999733,{'y': 1.5441124439239502; 'x': -0.13747470080852509; 'z': 0.02039625495672226},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.52; 'z': 0.0},True,True,11.029999733,PHYS_1,{'y': -86.2389434; 'x': 41.5190027; 'z': 15.02},{'y': 10.96; 'x': -0.06; 'z': -0.07},88,GUIDED
2017_07_18__16-46-38_727,ACTIVE,{'current': 16.35; 'voltage': 15.408; 'level': 78},11.029999733,{'y': 1.5418994426727295; 'x': -0.13248410820960999; 'z': 0.01169712282717228},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,11.029999733,PHYS_1,{'y': -86.2389434; 'x': 41.5190027; 'z': 15.02},{'y': 10.96; 'x': -0.06; 'z': -0.07},88,GUIDED
2017_07_18__16-46-38_820,ACTIVE,{'current': 16.35; 'voltage': 15.408; 'level': 78},11.029999733,{'y': 1.5418994426727295; 'x': -0.13248410820960999; 'z': 0.01169712282717228},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,11.029999733,PHYS_1,{'y': -86.2389434; 'x': 41.5190027; 'z': 15.02},{'y': 10.96; 'x': -0.06; 'z': -0.07},88,GUIDED
2017_07_18__16-46-38_920,ACTIVE,{'current': 16.35; 'voltage': 15.408; 'level': 78},11.029999733,{'y': 1.5418994426727295; 'x': -0.13248410820960999; 'z': 0.01169712282717228},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,11.029999733,PHYS_1,{'y': -86.238904; 'x': 41.5190027; 'z': 15.03},{'y': 10.96; 'x': -0.07; 'z': -0.03},88,GUIDED
2017_07_18__16-46-39_020,ACTIVE,{'current': 16.35; 'voltage': 15.408; 'level': 78},11.0399999619,{'y': 1.5418994426727295; 'x': -0.13248410820960999; 'z': 0.01169712282717228},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,11.0399999619,PHYS_1,{'y': -86.238904; 'x': 41.5190027; 'z': 15.03},{'y': 10.96; 'x': -0.07; 'z': -0.03},88,GUIDED
2017_07_18__16-46-39_120,ACTIVE,{'current': 15.38; 'voltage': 15.408; 'level': 78},11.0399999619,{'y': 1.5408010482788086; 'x': -0.12156971544027328; 'z': 0.0055737681686878204},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,11.0399999619,PHYS_1,{'y': -86.2388713; 'x': 41.5190027; 'z': 15.03},{'y': 10.93; 'x': -0.05; 'z': 0.01},88,GUIDED
2017_07_18__16-46-39_220,ACTIVE,{'current': 15.38; 'voltage': 15.408; 'level': 78},11.0399999619,{'y': 1.5408010482788086; 'x': -0.12156971544027328; 'z': 0.0055737681686878204},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,11.0399999619,PHYS_1,{'y': -86.2388713; 'x': 41.5190027; 'z': 15.03},{'y': 10.93; 'x': -0.05; 'z': 0.01},88,GUIDED
2017_07_18__16-46-39_319,ACTIVE,{'current': 15.38; 'voltage': 15.408; 'level': 78},11.0100002289,{'y': 1.5436142683029175; 'x': -0.13759279251098633; 'z': 0.02522987313568592},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2388713; 'x': 41.5190027; 'z': 15.03},{'y': 10.93; 'x': -0.05; 'z': 0.01},88,GUIDED
2017_07_18__16-46-39_420,ACTIVE,{'current': 15.37; 'voltage': 15.415; 'level': 78},11.0100002289,{'y': 1.5436142683029175; 'x': -0.13759279251098633; 'z': 0.02522987313568592},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,11.0100002289,PHYS_1,{'y': -86.2388309; 'x': 41.5190027; 'z': 15.01},{'y': 10.89; 'x': -0.07; 'z': -0.05},88,GUIDED
2017_07_18__16-46-39_520,ACTIVE,{'current': 15.28; 'voltage': 15.415; 'level': 78},10.9899997711,{'y': 1.5427424907684326; 'x': -0.09757660329341888; 'z': 0.010882964357733727},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,10.9899997711,PHYS_1,{'y': -86.2388309; 'x': 41.5190027; 'z': 15.01},{'y': 10.89; 'x': -0.07; 'z': -0.05},88,GUIDED
2017_07_18__16-46-39_619,ACTIVE,{'current': 15.28; 'voltage': 15.415; 'level': 78},10.9899997711,{'y': 1.5427424907684326; 'x': -0.09757660329341888; 'z': 0.010882964357733727},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,10.9899997711,PHYS_1,{'y': -86.2387985; 'x': 41.5190027; 'z': 15.01},{'y': 10.82; 'x': -0.09; 'z': 0.0},88,GUIDED
2017_07_18__16-46-39_720,ACTIVE,{'current': 15.28; 'voltage': 15.415; 'level': 78},10.9899997711,{'y': 1.5427424907684326; 'x': -0.09757660329341888; 'z': 0.010882964357733727},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,10.9899997711,PHYS_1,{'y': -86.2387985; 'x': 41.5190027; 'z': 15.01},{'y': 10.82; 'x': -0.09; 'z': 0.0},88,GUIDED
2017_07_18__16-46-39_820,ACTIVE,{'current': 14.78; 'voltage': 15.415; 'level': 78},10.9299993515,{'y': 1.5427424907684326; 'x': -0.09757660329341888; 'z': 0.010882964357733727},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,10.9299993515,PHYS_1,{'y': -86.2387985; 'x': 41.5190027; 'z': 15.01},{'y': 10.82; 'x': -0.09; 'z': 0.0},88,GUIDED
2017_07_18__16-46-39_920,ACTIVE,{'current': 14.78; 'voltage': 15.415; 'level': 78},10.9299993515,{'y': 1.539272665977478; 'x': -0.007464555557817221; 'z': 0.002231396734714508},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,10.9299993515,PHYS_1,{'y': -86.2387625; 'x': 41.5190026; 'z': 15.02},{'y': 10.55; 'x': -0.08; 'z': 0.03},88,GUIDED
2017_07_18__16-46-40_019,ACTIVE,{'current': 14.78; 'voltage': 15.415; 'level': 78},10.9299993515,{'y': 1.539272665977478; 'x': -0.007464555557817221; 'z': 0.002231396734714508},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,10.9299993515,PHYS_1,{'y': -86.2387625; 'x': 41.5190026; 'z': 15.02},{'y': 10.55; 'x': -0.08; 'z': 0.03},88,GUIDED
2017_07_18__16-46-40_120,ACTIVE,{'current': 14.59; 'voltage': 15.423; 'level': 78},10.8099994659,{'y': 1.539272665977478; 'x': -0.007464555557817221; 'z': 0.002231396734714508},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,10.8099994659,PHYS_1,{'y': -86.2387625; 'x': 41.5190026; 'z': 15.02},{'y': 10.55; 'x': -0.08; 'z': 0.03},88,GUIDED
2017_07_18__16-46-40_222,ACTIVE,{'current': 14.59; 'voltage': 15.423; 'level': 78},10.8099994659,{'y': 1.538290023803711; 'x': 0.0677100270986557; 'z': -0.006407417356967926},{'y': -86.2399873; 'x': 41.5194361; 'z': 252.82},{'y': 0.0; 'x': -0.35; 'z': 0.0},True,True,10.8099994659,PHYS_1,{'y': -86.2387256; 'x': 41.5190026; 'z': 15.0},{'y': 10.09; 'x': -0.05; 'z': 0.0},88,GUIDED
