time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-04-08_668,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.104187250137329; 'x': 0.010233262553811073; 'z': 0.008485267870128155},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401234; 'x': 41.5194275; 'z': 0.13},{'y': 0.0; 'x': -0.02; 'z': -0.01},182,GUIDED
2017_07_18__15-06-45_468,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.680073559284,{'y': 1.6533467769622803; 'x': 0.016564974561333656; 'z': 0.022327441722154617},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.680073559284,PHYS_2,{'y': -86.2398; 'x': 41.5191249; 'z': 19.84},{'y': 0.89; 'x': 0.15; 'z': -0.13},94,GUIDED
2017_07_18__15-06-45_568,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.680073559284,{'y': 1.6533467769622803; 'x': 0.016564974561333656; 'z': 0.022327441722154617},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.680073559284,PHYS_2,{'y': -86.2397945; 'x': 41.5191254; 'z': 19.83},{'y': 0.92; 'x': 0.19; 'z': -0.13},94,GUIDED
2017_07_18__15-06-45_668,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.680073559284,{'y': 1.6533467769622803; 'x': 0.016564974561333656; 'z': 0.022327441722154617},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.680073559284,PHYS_2,{'y': -86.2397945; 'x': 41.5191254; 'z': 19.83},{'y': 0.92; 'x': 0.19; 'z': -0.13},94,GUIDED
2017_07_18__15-06-45_767,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.680073559284,{'y': 1.6533467769622803; 'x': 0.016564974561333656; 'z': 0.022327441722154617},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.680073559284,PHYS_2,{'y': -86.2397945; 'x': 41.5191254; 'z': 19.83},{'y': 0.92; 'x': 0.19; 'z': -0.13},94,GUIDED
2017_07_18__15-06-45_868,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.680073559284,{'y': 1.6533467769622803; 'x': 0.016564974561333656; 'z': 0.022327441722154617},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.680073559284,PHYS_2,{'y': -86.2397945; 'x': 41.5191254; 'z': 19.83},{'y': 0.92; 'x': 0.19; 'z': -0.13},94,GUIDED
2017_07_18__15-06-45_967,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.680073559284,{'y': 1.6492242813110352; 'x': 0.018262313678860664; 'z': 0.01859131082892418},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.680073559284,PHYS_2,{'y': -86.2397884; 'x': 41.5191256; 'z': 19.82},{'y': 0.96; 'x': 0.17; 'z': -0.11},94,GUIDED
2017_07_18__15-06-46_067,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.680073559284,{'y': 1.6492242813110352; 'x': 0.018262313678860664; 'z': 0.01859131082892418},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.680073559284,PHYS_2,{'y': -86.2397884; 'x': 41.5191256; 'z': 19.82},{'y': 0.96; 'x': 0.17; 'z': -0.11},94,GUIDED
2017_07_18__15-06-46_168,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.680073559284,{'y': 1.6492242813110352; 'x': 0.018262313678860664; 'z': 0.01859131082892418},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.680073559284,PHYS_2,{'y': -86.2397884; 'x': 41.5191256; 'z': 19.82},{'y': 0.96; 'x': 0.17; 'z': -0.11},94,GUIDED
2017_07_18__15-06-46_267,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.856154203415,{'y': 1.6492242813110352; 'x': 0.018262313678860664; 'z': 0.01859131082892418},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.856154203415,PHYS_2,{'y': -86.2397884; 'x': 41.5191256; 'z': 19.82},{'y': 0.96; 'x': 0.17; 'z': -0.11},94,GUIDED
2017_07_18__15-06-46_368,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.856154203415,{'y': 1.6492242813110352; 'x': 0.018262313678860664; 'z': 0.01859131082892418},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.856154203415,PHYS_2,{'y': -86.2397884; 'x': 41.5191256; 'z': 19.82},{'y': 0.96; 'x': 0.17; 'z': -0.11},94,GUIDED
2017_07_18__15-06-46_467,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.856154203415,{'y': 1.6492242813110352; 'x': 0.018262313678860664; 'z': 0.01859131082892418},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.856154203415,PHYS_2,{'y': -86.2397819; 'x': 41.519126; 'z': 19.8},{'y': 0.93; 'x': 0.17; 'z': -0.09},94,GUIDED
2017_07_18__15-06-46_567,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.856154203415,{'y': 1.6492242813110352; 'x': 0.018262313678860664; 'z': 0.01859131082892418},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.856154203415,PHYS_2,{'y': -86.2397819; 'x': 41.519126; 'z': 19.8},{'y': 0.93; 'x': 0.17; 'z': -0.09},94,GUIDED
2017_07_18__15-06-46_667,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.856154203415,{'y': 1.6492242813110352; 'x': 0.018262313678860664; 'z': 0.01859131082892418},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.856154203415,PHYS_2,{'y': -86.2397819; 'x': 41.519126; 'z': 19.8},{'y': 0.93; 'x': 0.17; 'z': -0.09},94,GUIDED
2017_07_18__15-06-46_768,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.765571653843,{'y': 1.6492242813110352; 'x': 0.018262313678860664; 'z': 0.01859131082892418},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.765571653843,PHYS_2,{'y': -86.2397819; 'x': 41.519126; 'z': 19.8},{'y': 0.93; 'x': 0.17; 'z': -0.09},94,GUIDED
2017_07_18__15-06-46_868,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.765571653843,{'y': 1.6492242813110352; 'x': 0.018262313678860664; 'z': 0.01859131082892418},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.765571653843,PHYS_2,{'y': -86.2397819; 'x': 41.519126; 'z': 19.8},{'y': 0.93; 'x': 0.17; 'z': -0.09},94,GUIDED
2017_07_18__15-06-46_967,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.765571653843,{'y': 1.6469793319702148; 'x': 0.014033207669854164; 'z': 0.02421429380774498},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.765571653843,PHYS_2,{'y': -86.239776; 'x': 41.5191265; 'z': 19.82},{'y': 0.96; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-47_068,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.765571653843,{'y': 1.6469793319702148; 'x': 0.014033207669854164; 'z': 0.02421429380774498},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.765571653843,PHYS_2,{'y': -86.239776; 'x': 41.5191265; 'z': 19.82},{'y': 0.96; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-47_168,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.870918989182,{'y': 1.6469793319702148; 'x': 0.014033207669854164; 'z': 0.02421429380774498},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.870918989182,PHYS_2,{'y': -86.239776; 'x': 41.5191265; 'z': 19.82},{'y': 0.96; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-47_267,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.870918989182,{'y': 1.6469793319702148; 'x': 0.014033207669854164; 'z': 0.02421429380774498},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.870918989182,PHYS_2,{'y': -86.239776; 'x': 41.5191265; 'z': 19.82},{'y': 0.96; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-47_367,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.870918989182,{'y': 1.649823546409607; 'x': 0.023973213508725166; 'z': 0.015589152462780476},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.870918989182,PHYS_2,{'y': -86.239776; 'x': 41.5191265; 'z': 19.82},{'y': 0.96; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-47_467,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.870918989182,{'y': 1.649823546409607; 'x': 0.023973213508725166; 'z': 0.015589152462780476},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.870918989182,PHYS_2,{'y': -86.239776; 'x': 41.5191265; 'z': 19.82},{'y': 0.96; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-47_568,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.870918989182,{'y': 1.649823546409607; 'x': 0.023973213508725166; 'z': 0.015589152462780476},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.870918989182,PHYS_2,{'y': -86.2397696; 'x': 41.5191266; 'z': 19.85},{'y': 0.98; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-47_667,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.870918989182,{'y': 1.649823546409607; 'x': 0.023973213508725166; 'z': 0.015589152462780476},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.870918989182,PHYS_2,{'y': -86.2397696; 'x': 41.5191266; 'z': 19.85},{'y': 0.98; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-47_768,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.780896902084,{'y': 1.649823546409607; 'x': 0.023973213508725166; 'z': 0.015589152462780476},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.780896902084,PHYS_2,{'y': -86.2397696; 'x': 41.5191266; 'z': 19.85},{'y': 0.98; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-47_868,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.780896902084,{'y': 1.649823546409607; 'x': 0.023973213508725166; 'z': 0.015589152462780476},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.780896902084,PHYS_2,{'y': -86.2397696; 'x': 41.5191266; 'z': 19.85},{'y': 0.98; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-47_967,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.780896902084,{'y': 1.649823546409607; 'x': 0.023973213508725166; 'z': 0.015589152462780476},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.780896902084,PHYS_2,{'y': -86.2397696; 'x': 41.5191266; 'z': 19.85},{'y': 0.98; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-48_067,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.780896902084,{'y': 1.6590739488601685; 'x': 0.02104860357940197; 'z': 0.01077383104711771},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.780896902084,PHYS_2,{'y': -86.2397696; 'x': 41.5191266; 'z': 19.85},{'y': 0.98; 'x': 0.14; 'z': -0.09},94,GUIDED
2017_07_18__15-06-48_168,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.780896902084,{'y': 1.6590739488601685; 'x': 0.02104860357940197; 'z': 0.01077383104711771},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.780896902084,PHYS_2,{'y': -86.2397633; 'x': 41.5191269; 'z': 19.86},{'y': 0.97; 'x': 0.19; 'z': -0.09},94,GUIDED
2017_07_18__15-06-48_268,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.780896902084,{'y': 1.6590739488601685; 'x': 0.02104860357940197; 'z': 0.01077383104711771},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.780896902084,PHYS_2,{'y': -86.2397633; 'x': 41.5191269; 'z': 19.86},{'y': 0.97; 'x': 0.19; 'z': -0.09},94,GUIDED
2017_07_18__15-06-48_368,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.6590739488601685; 'x': 0.02104860357940197; 'z': 0.01077383104711771},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397633; 'x': 41.5191269; 'z': 19.86},{'y': 0.97; 'x': 0.19; 'z': -0.09},95,GUIDED
2017_07_18__15-06-48_468,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.6590739488601685; 'x': 0.02104860357940197; 'z': 0.01077383104711771},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397633; 'x': 41.5191269; 'z': 19.86},{'y': 0.97; 'x': 0.19; 'z': -0.09},95,GUIDED
2017_07_18__15-06-48_567,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.6553353071212769; 'x': 0.01763167791068554; 'z': 0.022187132388353348},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397633; 'x': 41.5191269; 'z': 19.86},{'y': 0.97; 'x': 0.19; 'z': -0.09},95,GUIDED
2017_07_18__15-06-48_667,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.6553353071212769; 'x': 0.01763167791068554; 'z': 0.022187132388353348},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397633; 'x': 41.5191269; 'z': 19.86},{'y': 0.97; 'x': 0.19; 'z': -0.09},95,GUIDED
2017_07_18__15-06-48_768,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.6553353071212769; 'x': 0.01763167791068554; 'z': 0.022187132388353348},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397576; 'x': 41.5191277; 'z': 19.86},{'y': 0.97; 'x': 0.21; 'z': -0.05},95,GUIDED
2017_07_18__15-06-48_867,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.6553353071212769; 'x': 0.01763167791068554; 'z': 0.022187132388353348},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397576; 'x': 41.5191277; 'z': 19.86},{'y': 0.97; 'x': 0.21; 'z': -0.05},95,GUIDED
2017_07_18__15-06-48_968,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.6553353071212769; 'x': 0.01763167791068554; 'z': 0.022187132388353348},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397576; 'x': 41.5191277; 'z': 19.86},{'y': 0.97; 'x': 0.21; 'z': -0.05},95,GUIDED
2017_07_18__15-06-49_068,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.648895502090454; 'x': 0.013242317363619804; 'z': 0.032155413180589676},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397576; 'x': 41.5191277; 'z': 19.86},{'y': 0.97; 'x': 0.21; 'z': -0.05},95,GUIDED
2017_07_18__15-06-49_167,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.648895502090454; 'x': 0.013242317363619804; 'z': 0.032155413180589676},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397576; 'x': 41.5191277; 'z': 19.86},{'y': 0.97; 'x': 0.21; 'z': -0.05},95,GUIDED
2017_07_18__15-06-49_268,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.648895502090454; 'x': 0.013242317363619804; 'z': 0.032155413180589676},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397521; 'x': 41.5191282; 'z': 19.87},{'y': 1.0; 'x': 0.14; 'z': -0.03},95,GUIDED
2017_07_18__15-06-49_368,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.648895502090454; 'x': 0.013242317363619804; 'z': 0.032155413180589676},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397521; 'x': 41.5191282; 'z': 19.87},{'y': 1.0; 'x': 0.14; 'z': -0.03},95,GUIDED
2017_07_18__15-06-49_467,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.648895502090454; 'x': 0.013242317363619804; 'z': 0.032155413180589676},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397521; 'x': 41.5191282; 'z': 19.87},{'y': 1.0; 'x': 0.14; 'z': -0.03},95,GUIDED
2017_07_18__15-06-49_568,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.829759001732,{'y': 1.648895502090454; 'x': 0.013242317363619804; 'z': 0.032155413180589676},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.829759001732,PHYS_2,{'y': -86.2397521; 'x': 41.5191282; 'z': 19.87},{'y': 1.0; 'x': 0.14; 'z': -0.03},95,GUIDED
2017_07_18__15-06-49_667,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.861220002174,{'y': 1.6488901376724243; 'x': 0.016407834365963936; 'z': 0.027624737471342087},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.861220002174,PHYS_2,{'y': -86.2397521; 'x': 41.5191282; 'z': 19.87},{'y': 1.0; 'x': 0.14; 'z': -0.03},94,GUIDED
2017_07_18__15-06-49_768,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.861220002174,{'y': 1.6488901376724243; 'x': 0.016407834365963936; 'z': 0.027624737471342087},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.861220002174,PHYS_2,{'y': -86.2397473; 'x': 41.5191285; 'z': 19.92},{'y': 0.99; 'x': 0.12; 'z': -0.04},94,GUIDED
2017_07_18__15-06-49_867,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.861220002174,{'y': 1.6488901376724243; 'x': 0.016407834365963936; 'z': 0.027624737471342087},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.861220002174,PHYS_2,{'y': -86.2397473; 'x': 41.5191285; 'z': 19.92},{'y': 0.99; 'x': 0.12; 'z': -0.04},94,GUIDED
2017_07_18__15-06-49_967,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.976729214191,{'y': 1.6488901376724243; 'x': 0.016407834365963936; 'z': 0.027624737471342087},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.976729214191,PHYS_2,{'y': -86.2397473; 'x': 41.5191285; 'z': 19.92},{'y': 0.99; 'x': 0.12; 'z': -0.04},94,GUIDED
2017_07_18__15-06-50_067,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.976729214191,{'y': 1.6488901376724243; 'x': 0.016407834365963936; 'z': 0.027624737471342087},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.976729214191,PHYS_2,{'y': -86.2397473; 'x': 41.5191285; 'z': 19.92},{'y': 0.99; 'x': 0.12; 'z': -0.04},94,GUIDED
2017_07_18__15-06-50_168,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.976729214191,{'y': 1.6447306871414185; 'x': 0.02612834982573986; 'z': 0.02268771454691887},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.976729214191,PHYS_2,{'y': -86.2397425; 'x': 41.5191289; 'z': 19.96},{'y': 0.96; 'x': 0.12; 'z': -0.07},94,GUIDED
2017_07_18__15-06-50_267,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.976729214191,{'y': 1.6447306871414185; 'x': 0.02612834982573986; 'z': 0.02268771454691887},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.976729214191,PHYS_2,{'y': -86.2397425; 'x': 41.5191289; 'z': 19.96},{'y': 0.96; 'x': 0.12; 'z': -0.07},94,GUIDED
2017_07_18__15-06-50_368,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.976729214191,{'y': 1.6447306871414185; 'x': 0.02612834982573986; 'z': 0.02268771454691887},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.976729214191,PHYS_2,{'y': -86.2397425; 'x': 41.5191289; 'z': 19.96},{'y': 0.96; 'x': 0.12; 'z': -0.07},94,GUIDED
2017_07_18__15-06-50_468,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.845931410789,{'y': 1.6447306871414185; 'x': 0.02612834982573986; 'z': 0.02268771454691887},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.845931410789,PHYS_2,{'y': -86.2397425; 'x': 41.5191289; 'z': 19.96},{'y': 0.96; 'x': 0.12; 'z': -0.07},94,GUIDED
2017_07_18__15-06-50_568,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.845931410789,{'y': 1.6447306871414185; 'x': 0.02612834982573986; 'z': 0.02268771454691887},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.845931410789,PHYS_2,{'y': -86.2397425; 'x': 41.5191289; 'z': 19.96},{'y': 0.96; 'x': 0.12; 'z': -0.07},94,GUIDED
2017_07_18__15-06-50_668,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.845931410789,{'y': 1.6516128778457642; 'x': 0.032604657113552094; 'z': 0.03503194451332092},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.845931410789,PHYS_2,{'y': -86.2397425; 'x': 41.5191289; 'z': 19.96},{'y': 0.96; 'x': 0.12; 'z': -0.07},94,GUIDED
2017_07_18__15-06-50_768,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.845931410789,{'y': 1.6516128778457642; 'x': 0.032604657113552094; 'z': 0.03503194451332092},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.845931410789,PHYS_2,{'y': -86.2397425; 'x': 41.5191289; 'z': 19.96},{'y': 0.96; 'x': 0.12; 'z': -0.07},94,GUIDED
2017_07_18__15-06-50_867,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.845931410789,{'y': 1.6516128778457642; 'x': 0.032604657113552094; 'z': 0.03503194451332092},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.845931410789,PHYS_2,{'y': -86.2397425; 'x': 41.5191289; 'z': 19.96},{'y': 0.96; 'x': 0.12; 'z': -0.07},94,GUIDED
2017_07_18__15-06-50_968,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.845931410789,{'y': 1.6516128778457642; 'x': 0.032604657113552094; 'z': 0.03503194451332092},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.845931410789,PHYS_2,{'y': -86.2397377; 'x': 41.5191294; 'z': 19.99},{'y': 0.89; 'x': 0.09; 'z': -0.1},94,GUIDED
2017_07_18__15-06-51_067,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.88459032774,{'y': 1.6516128778457642; 'x': 0.032604657113552094; 'z': 0.03503194451332092},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.68; 'z': 0.0},True,True,0.88459032774,PHYS_2,{'y': -86.2397377; 'x': 41.5191294; 'z': 19.99},{'y': 0.89; 'x': 0.09; 'z': -0.1},94,GUIDED
2017_07_18__15-06-51_168,ACTIVE,{'current': None; 'voltage': 0.0; 'level': None},0.88459032774,{'y': 1.6534509658813477; 'x': 0.024212798103690147; 'z': 0.033555660396814346},{'y': -86.2401327; 'x': 41.519433; 'z': 250.79},{'y': 0.0; 'x': -57.77; 'z': 0.0},True,True,0.88459032774,PHYS_2,{'y': -86.2397377; 'x': 41.5191294; 'z': 19.99},{'y': 0.89; 'x': 0.09; 'z': -0.1},94,GUIDED
