time,status,battery,groundspeed,attitude,home,gimbalRotation,armed,armable,airspeed,id,location,velocity,heading,mode,
2017_07_18__15-01-10_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1095948219299316; 'x': 0.011131774634122849; 'z': 0.010778029449284077},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401402; 'x': 41.519432; 'z': -0.59},{'y': -0.05; 'x': 0.01; 'z': 0.0},181,GUIDED
2017_07_18__15-02-30_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1056711673736572; 'x': 0.009066807106137276; 'z': 0.010899058543145657},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401254; 'x': 41.519435; 'z': -0.11},{'y': -0.05; 'x': 0.09; 'z': 0.01},182,GUIDED
2017_07_18__15-02-31_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1056711673736572; 'x': 0.009066807106137276; 'z': 0.010899058543145657},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401254; 'x': 41.519435; 'z': -0.11},{'y': -0.05; 'x': 0.09; 'z': 0.01},182,GUIDED
2017_07_18__15-02-31_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1056711673736572; 'x': 0.009066807106137276; 'z': 0.010899058543145657},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401259; 'x': 41.5194355; 'z': -0.1},{'y': -0.07; 'x': 0.08; 'z': 0.01},182,GUIDED
2017_07_18__15-02-31_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0447213575244,{'y': -3.1056711673736572; 'x': 0.009066807106137276; 'z': 0.010899058543145657},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0447213575244,PHYS_2,{'y': -86.2401259; 'x': 41.5194355; 'z': -0.1},{'y': -0.07; 'x': 0.08; 'z': 0.01},182,GUIDED
2017_07_18__15-02-31_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.10567569732666; 'x': 0.008522288873791695; 'z': 0.0108898701146245},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401259; 'x': 41.5194355; 'z': -0.1},{'y': -0.07; 'x': 0.08; 'z': 0.01},182,GUIDED
2017_07_18__15-02-31_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.10567569732666; 'x': 0.008522288873791695; 'z': 0.0108898701146245},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401259; 'x': 41.5194355; 'z': -0.1},{'y': -0.07; 'x': 0.08; 'z': 0.01},182,GUIDED
2017_07_18__15-02-31_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.10567569732666; 'x': 0.008522288873791695; 'z': 0.0108898701146245},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401259; 'x': 41.5194355; 'z': -0.1},{'y': -0.07; 'x': 0.08; 'z': 0.01},182,GUIDED
2017_07_18__15-02-31_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.10567569732666; 'x': 0.008522288873791695; 'z': 0.0108898701146245},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401259; 'x': 41.5194355; 'z': -0.1},{'y': -0.07; 'x': 0.08; 'z': 0.01},182,GUIDED
2017_07_18__15-02-31_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.10567569732666; 'x': 0.008522288873791695; 'z': 0.0108898701146245},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401259; 'x': 41.5194355; 'z': -0.1},{'y': -0.07; 'x': 0.08; 'z': 0.01},182,GUIDED
2017_07_18__15-02-31_891,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.10567569732666; 'x': 0.008522288873791695; 'z': 0.0108898701146245},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401259; 'x': 41.5194355; 'z': -0.1},{'y': -0.07; 'x': 0.08; 'z': 0.01},182,GUIDED
2017_07_18__15-02-31_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.10567569732666; 'x': 0.008522288873791695; 'z': 0.0108898701146245},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401259; 'x': 41.5194355; 'z': -0.1},{'y': -0.07; 'x': 0.08; 'z': 0.01},182,GUIDED
2017_07_18__15-02-32_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.00999999977648,{'y': -3.10567569732666; 'x': 0.008522288873791695; 'z': 0.0108898701146245},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.00999999977648,PHYS_2,{'y': -86.2401257; 'x': 41.5194354; 'z': -0.07},{'y': -0.04; 'x': 0.04; 'z': 0.02},182,GUIDED
2017_07_18__15-02-32_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1057512760162354; 'x': 0.007677163928747177; 'z': 0.010213690809905529},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401257; 'x': 41.5194354; 'z': -0.07},{'y': -0.04; 'x': 0.04; 'z': 0.02},182,GUIDED
2017_07_18__15-02-32_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1057512760162354; 'x': 0.007677163928747177; 'z': 0.010213690809905529},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401257; 'x': 41.5194354; 'z': -0.07},{'y': -0.04; 'x': 0.04; 'z': 0.02},182,GUIDED
2017_07_18__15-02-32_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1057512760162354; 'x': 0.007677163928747177; 'z': 0.010213690809905529},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401255; 'x': 41.5194353; 'z': -0.06},{'y': -0.03; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-32_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1056699752807617; 'x': 0.007356245070695877; 'z': 0.009758331812918186},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401255; 'x': 41.5194353; 'z': -0.06},{'y': -0.03; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-32_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1056699752807617; 'x': 0.007356245070695877; 'z': 0.009758331812918186},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401255; 'x': 41.5194353; 'z': -0.06},{'y': -0.03; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-32_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1056699752807617; 'x': 0.007356245070695877; 'z': 0.009758331812918186},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401255; 'x': 41.5194353; 'z': -0.06},{'y': -0.03; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-32_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1056699752807617; 'x': 0.007356245070695877; 'z': 0.009758331812918186},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401255; 'x': 41.5194353; 'z': -0.06},{'y': -0.03; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-32_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1056699752807617; 'x': 0.007356245070695877; 'z': 0.009758331812918186},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401255; 'x': 41.5194353; 'z': -0.06},{'y': -0.03; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-32_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1056699752807617; 'x': 0.007356245070695877; 'z': 0.009758331812918186},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401255; 'x': 41.5194353; 'z': -0.06},{'y': -0.03; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-33_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0223606787622,{'y': -3.1056699752807617; 'x': 0.007356245070695877; 'z': 0.009758331812918186},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0223606787622,PHYS_2,{'y': -86.2401252; 'x': 41.5194354; 'z': -0.04},{'y': -0.02; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-33_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.183847770095,{'y': -3.1056087017059326; 'x': 0.0074181631207466125; 'z': 0.009416804648935795},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.183847770095,PHYS_2,{'y': -86.2401252; 'x': 41.5194354; 'z': -0.04},{'y': -0.02; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-33_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.183847770095,{'y': -3.1056087017059326; 'x': 0.0074181631207466125; 'z': 0.009416804648935795},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.183847770095,PHYS_2,{'y': -86.2401252; 'x': 41.5194354; 'z': -0.04},{'y': -0.02; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-33_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.183847770095,{'y': -3.1056087017059326; 'x': 0.0074181631207466125; 'z': 0.009416804648935795},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.183847770095,PHYS_2,{'y': -86.2401252; 'x': 41.5194354; 'z': -0.04},{'y': -0.02; 'x': 0.02; 'z': 0.02},182,GUIDED
2017_07_18__15-02-33_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.183847770095,{'y': -3.1056087017059326; 'x': 0.0074181631207466125; 'z': 0.009416804648935795},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.183847770095,PHYS_2,{'y': -86.240125; 'x': 41.5194352; 'z': -0.03},{'y': -0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-02-33_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.183847770095,{'y': -3.105544090270996; 'x': 0.00712338462471962; 'z': 0.009158571250736713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.183847770095,PHYS_2,{'y': -86.240125; 'x': 41.5194352; 'z': -0.03},{'y': -0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-02-33_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.105544090270996; 'x': 0.00712338462471962; 'z': 0.009158571250736713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240125; 'x': 41.5194352; 'z': -0.03},{'y': -0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-02-33_791,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.105544090270996; 'x': 0.00712338462471962; 'z': 0.009158571250736713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240125; 'x': 41.5194352; 'z': -0.03},{'y': -0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-02-33_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.105544090270996; 'x': 0.00712338462471962; 'z': 0.009158571250736713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240125; 'x': 41.5194352; 'z': -0.03},{'y': -0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-02-33_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.105544090270996; 'x': 0.00712338462471962; 'z': 0.009158571250736713},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240125; 'x': 41.5194351; 'z': -0.03},{'y': -0.01; 'x': 0.0; 'z': 0.03},182,GUIDED
2017_07_18__15-02-34_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0707106739283,{'y': -3.1055006980895996; 'x': 0.0068643465638160706; 'z': 0.009240047074854374},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0707106739283,PHYS_2,{'y': -86.240125; 'x': 41.5194351; 'z': -0.03},{'y': -0.01; 'x': 0.0; 'z': 0.03},182,GUIDED
2017_07_18__15-02-34_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.1055006980895996; 'x': 0.0068643465638160706; 'z': 0.009240047074854374},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.240125; 'x': 41.5194351; 'z': -0.03},{'y': -0.01; 'x': 0.0; 'z': 0.03},182,GUIDED
2017_07_18__15-02-34_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.1055006980895996; 'x': 0.0068643465638160706; 'z': 0.009240047074854374},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.240125; 'x': 41.5194351; 'z': -0.03},{'y': -0.01; 'x': 0.0; 'z': 0.03},182,GUIDED
2017_07_18__15-02-34_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.1055006980895996; 'x': 0.0068643465638160706; 'z': 0.009240047074854374},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.240125; 'x': 41.5194351; 'z': -0.03},{'y': -0.01; 'x': 0.0; 'z': 0.03},182,GUIDED
2017_07_18__15-02-34_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.1055006980895996; 'x': 0.0068643465638160706; 'z': 0.009240047074854374},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401248; 'x': 41.5194349; 'z': -0.02},{'y': 0.0; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-02-34_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.105498790740967; 'x': 0.006785143166780472; 'z': 0.009076404385268688},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401248; 'x': 41.5194349; 'z': -0.02},{'y': 0.0; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-02-34_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0806225761771,{'y': -3.105498790740967; 'x': 0.006785143166780472; 'z': 0.009076404385268688},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.87; 'z': 0.0},False,True,0.0806225761771,PHYS_2,{'y': -86.2401248; 'x': 41.5194349; 'z': -0.02},{'y': 0.0; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-02-34_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0854400321841,{'y': -3.105498790740967; 'x': 0.006785143166780472; 'z': 0.009076404385268688},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0854400321841,PHYS_2,{'y': -86.2401248; 'x': 41.5194349; 'z': -0.02},{'y': 0.0; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-02-34_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0854400321841,{'y': -3.105498790740967; 'x': 0.006785143166780472; 'z': 0.009076404385268688},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0854400321841,PHYS_2,{'y': -86.2401248; 'x': 41.5194349; 'z': -0.02},{'y': 0.0; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-02-34_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0854400321841,{'y': -3.105498790740967; 'x': 0.006785143166780472; 'z': 0.009076404385268688},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0854400321841,PHYS_2,{'y': -86.2401249; 'x': 41.5194349; 'z': -0.01},{'y': 0.0; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-02-35_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0854400321841,{'y': -3.105498790740967; 'x': 0.006785143166780472; 'z': 0.009076404385268688},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0854400321841,PHYS_2,{'y': -86.2401249; 'x': 41.5194349; 'z': -0.01},{'y': 0.0; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-02-35_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1055185794830322; 'x': 0.006998512893915176; 'z': 0.009305083192884922},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401249; 'x': 41.5194349; 'z': -0.01},{'y': 0.0; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-02-35_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1055185794830322; 'x': 0.006998512893915176; 'z': 0.009305083192884922},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401249; 'x': 41.5194349; 'z': -0.01},{'y': 0.0; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-02-35_390,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1055185794830322; 'x': 0.006998512893915176; 'z': 0.009305083192884922},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401249; 'x': 41.5194349; 'z': -0.01},{'y': 0.0; 'x': -0.02; 'z': 0.03},182,GUIDED
2017_07_18__15-02-35_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.1055185794830322; 'x': 0.006998512893915176; 'z': 0.009305083192884922},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.240125; 'x': 41.5194349; 'z': 0.0},{'y': -0.01; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-02-35_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.120830453932,{'y': -3.105484962463379; 'x': 0.007152702659368515; 'z': 0.009214437566697598},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.120830453932,PHYS_2,{'y': -86.240125; 'x': 41.5194349; 'z': 0.0},{'y': -0.01; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-02-35_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.120830453932,{'y': -3.105484962463379; 'x': 0.007152702659368515; 'z': 0.009214437566697598},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.120830453932,PHYS_2,{'y': -86.240125; 'x': 41.5194349; 'z': 0.0},{'y': -0.01; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-02-35_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.120830453932,{'y': -3.105484962463379; 'x': 0.007152702659368515; 'z': 0.009214437566697598},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.120830453932,PHYS_2,{'y': -86.240125; 'x': 41.5194349; 'z': 0.0},{'y': -0.01; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-02-35_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.120830453932,{'y': -3.105484962463379; 'x': 0.007152702659368515; 'z': 0.009214437566697598},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.120830453932,PHYS_2,{'y': -86.240125; 'x': 41.5194349; 'z': 0.0},{'y': -0.01; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-02-35_990,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.120830453932,{'y': -3.105484962463379; 'x': 0.007152702659368515; 'z': 0.009214437566697598},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.120830453932,PHYS_2,{'y': -86.240125; 'x': 41.5194349; 'z': 0.0},{'y': -0.01; 'x': -0.01; 'z': 0.03},182,GUIDED
2017_07_18__15-02-36_090,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.120830453932,{'y': -3.105484962463379; 'x': 0.007152702659368515; 'z': 0.009214437566697598},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.120830453932,PHYS_2,{'y': -86.2401252; 'x': 41.519435; 'z': -0.02},{'y': -0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-02-36_190,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.1054189205169678; 'x': 0.007395237684249878; 'z': 0.009283157996833324},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.68; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401252; 'x': 41.519435; 'z': -0.02},{'y': -0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-02-36_290,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.1054189205169678; 'x': 0.007395237684249878; 'z': 0.009283157996833324},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401252; 'x': 41.519435; 'z': -0.02},{'y': -0.01; 'x': 0.0; 'z': 0.02},182,GUIDED
2017_07_18__15-02-36_391,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.1054189205169678; 'x': 0.007395237684249878; 'z': 0.009283157996833324},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401253; 'x': 41.5194349; 'z': -0.02},{'y': -0.01; 'x': -0.01; 'z': 0.02},182,GUIDED
2017_07_18__15-02-36_490,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0640312358737,{'y': -3.1054189205169678; 'x': 0.007395237684249878; 'z': 0.009283157996833324},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0640312358737,PHYS_2,{'y': -86.2401253; 'x': 41.5194349; 'z': -0.02},{'y': -0.01; 'x': -0.01; 'z': 0.02},182,GUIDED
2017_07_18__15-02-36_590,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1053779125213623; 'x': 0.007390961050987244; 'z': 0.009270303882658482},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401253; 'x': 41.5194349; 'z': -0.02},{'y': -0.01; 'x': -0.01; 'z': 0.02},182,GUIDED
2017_07_18__15-02-36_690,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1053779125213623; 'x': 0.007390961050987244; 'z': 0.009270303882658482},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401253; 'x': 41.5194349; 'z': -0.02},{'y': -0.01; 'x': -0.01; 'z': 0.02},182,GUIDED
2017_07_18__15-02-36_790,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0412310548127,{'y': -3.1053779125213623; 'x': 0.007390961050987244; 'z': 0.009270303882658482},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0412310548127,PHYS_2,{'y': -86.2401253; 'x': 41.5194347; 'z': -0.03},{'y': 0.0; 'x': -0.02; 'z': 0.01},182,GUIDED
2017_07_18__15-02-36_890,STANDBY,{'current': None; 'voltage': 0.0; 'level': None},0.0538516454399,{'y': -3.10542893409729; 'x': 0.007157314568758011; 'z': 0.008938831277191639},{'y': 0; 'x': 0; 'z': 0},{'y': 0.0; 'x': -57.77; 'z': 0.0},False,True,0.0538516454399,PHYS_2,{'y': -86.2401253; 'x': 41.5194347; 'z': -0.03},{'y': 0.0; 'x': -0.02; 'z': 0.01},182,GUIDED
